Run,Date and plot,Date,Plot,Volume mL,PO4-P mg/L,PO4-P ug,NO3-N mg/L,NO3-N ug,NH4-N mg/L,NH4-N ug
7,30JUN20 4,6/30/20,4,550,0.113,62.15,1.464885825,805.6872038,0.167,91.85
7,30JUN20 5,6/30/20,5,120,0.113,13.56,1.938819474,232.6583369,2.038,244.56
7,30JUN20 6,6/30/20,6,430,0.054,23.22,0.869883671,374.0499785,0.6,258
7,14JUL20 1,7/14/20,1,830,0.056,46.48,0.302240414,250.8595433,0.023,19.09
7,14JUL20 2,7/14/20,2,1060,0.036,38.16,0.802886687,851.059888,BDL,BDL
7,14JUL20 3,7/14/20,3,1070,0.055,58.85,4.18763464,4480.769065,0.067,71.69
7,14JUL20 4,7/14/20,4,1390,0.057,79.23,1.489013356,2069.728565,0.039,54.21
7,14JUL20 5,7/14/20,5,680,0.065,44.2,1.317320121,895.777682,0.155,105.4
7,14JUL20 6,7/14/20,6,1210,0.045,54.45,0.459284791,555.7345972,0.242,292.82
7,28JUL20 1,7/28/20,1,130,0.068,8.84,0.875484705,113.8130116,BDL,BDL
7,28JUL20 2,7/28/20,2,630,0.056,35.28,0.43860405,276.3205515,BDL,BDL
7,28JUL20 3,7/28/20,3,300,0.109,32.7,13.21930202,3965.790607,0.019,5.7
7,28JUL20 4,7/28/20,4,300,0.15,45,2.162429987,648.7289961,0.352,105.6
7,28JUL20 5,7/28/20,5,120,0.131,15.72,2.085523481,250.2628178,0.288,34.56
7,28JUL20 6,7/28/20,6,630,0.082,51.66,0.616329168,388.2873761,0.207,130.41
7,11AUG20 1,8/11/20,1,,0.035,0,0.446143903,0,BDL,BDL
7,11AUG20 2,8/11/20,2,2560,BDL,BDL,0.145411461,372.2533391,BDL,BDL
7,11AUG20 3,8/11/20,3,1980,0.029,57.42,1.680956484,3328.293839,BDL,BDL
7,11AUG20 4,8/11/20,4,1140,0.054,61.56,0.530159414,604.381732,0.016,18.24
7,11AUG20 5,8/11/20,5,1100,0.024,26.4,0.362343817,398.5781991,BDL,BDL
7,11AUG20 6,8/11/20,6,1420,0.03,42.6,0.228565274,324.5626885,0.106,150.52
7,31AUG20 1,8/31/20,1,260,0.069,17.94,1.505816458,391.5122792,0.347,90.22
7,31AUG20 2,8/31/20,2,2010,BDL,BDL,0.278759156,560.3059026,BDL,BDL
7,31AUG20 3,8/31/20,3,2080,0.035,72.8,2.792761741,5808.944421,0.229,476.32
7,31AUG20 4,8/31/20,4,2270,0.071,161.17,0.764110297,1734.530375,0.119,270.13
7,31AUG20 5,8/31/20,5,570,0.036,20.52,1.048039638,597.3825937,BDL,BDL
7,31AUG20 6,8/31/20,6,2350,0.043,101.05,1.609651012,3782.679879,0.07,164.5
7,8SEP20 1,9/8/20,1,220,0.043,9.46,0.826583369,181.8483412,0.013,2.86
7,8SEP20 2,9/8/20,2,1880,0.012,22.56,0.21757863,409.0478242,BDL,BDL
7,8SEP20 3,9/8/20,3,1350,0.031,41.85,1.61051271,2174.192159,0.107,144.45
7,8SEP20 4,9/8/20,4,1260,0.067,84.42,0.622361051,784.1749246,0.102,128.52
7,8SEP20 5,9/8/20,5,270,0.057,15.39,1.372899612,370.6828953,0.018,4.86
7,8SEP20 6,9/8/20,6,930,0.036,33.48,0.495260664,460.5924171,0.01,9.3
7,22SEP20 1,9/22/20,1,16,0.063,1.008,0.662645411,10.60232658,0.186,2.976
7,22SEP20 2,9/22/20,2,640,0.011,7.04,0.040930633,26.19560534,BDL,BDL
7,22SEP20 3,9/22/20,3,260,0.238,61.88,2.74213701,712.9556226,BDL,BDL
7,22SEP20 4,9/22/20,4,530,0.099,52.47,0.978026713,518.3541577,BDL,BDL
7,22SEP20 5,9/22/20,5,25,0.151,3.775,0.310211116,7.755277897,0.126,3.15
7,22SEP20 6,9/22/20,6,250,0.073,18.25,1.043515726,260.8789315,BDL,BDL
7,6OCT20 1,10/6/20,1,8200,0.018,147.6,0.344248169,2822.834985,0.145,1189
7,6OCT20 2,10/6/20,2,1760,0.015,26.4,0.284575614,500.8530806,BDL,BDL
7,6OCT20 3,10/6/20,3,4770,0.023,109.71,0.730934942,3486.559673,0.109,519.93
7,6OCT20 4,10/6/20,4,5000,0.038,190,1.033175355,5165.876777,0.103,515
7,6OCT20 5,10/6/20,5,670,0.116,77.72,1.034683326,693.2378285,0.016,10.72
7,6OCT20 6,10/6/20,6,2090,0.044,91.96,2.387763895,4990.42654,0.087,181.83
7,20OCT20 1,10/20/20,1,1000,0.081,81,1.673632055,1673.632055,BDL,BDL
7,20OCT20 2,10/20/20,2,1470,BDL,BDL,BDL,BDL,BDL,BDL
7,20OCT20 3,10/20/20,3,1490,0.019,28.31,1.584446359,2360.825075,BDL,BDL
7,20OCT20 4,10/20/20,4,1060,0.025,26.5,1.8595433,1971.115898,BDL,BDL
7,20OCT20 5,10/20/20,5,750,0.082,61.5,1.065704438,799.2783283,0.024,18
7,20OCT20 6,10/20/20,6,880,0.055,48.4,1.784791038,1570.616114,0.018,15.84
8,4NOV20 1,11/4/20,1,360,0.068,24.48,1.811979806,652.3127302,0.791,284.76
8,4NOV20 2,11/4/20,2,450,0.024,10.8,0.400539713,180.2428708,0.015,6.75
8,4NOV20 3,11/4/20,3,18,0.083,1.494,3.536332075,63.65397735,0.012,0.216
8,4NOV20 4,11/4/20,4,330,0.056,18.48,3.316656812,1094.496748,0.041,13.53
8,4NOV20 5,11/4/20,5,210,0.165,34.65,0.093540122,19.64342566,0.342,71.82
8,4NOV20 6,11/4/20,6,320,0.113,36.16,3.024362881,967.796122,0.019,6.08
8,17NOV20 1,11/17/20,1,,0.013,0,0.334894862,0,BDL,BDL
8,17NOV20 2,11/17/20,2,2260,BDL,BDL,0.112793924,254.9142675,BDL,BDL
8,17NOV20 3,11/17/20,3,3120,0.016,49.92,0.964660936,3009.74212,BDL,BDL
8,17NOV20 4,11/17/20,4,2650,0.023,60.95,0.218765634,579.7289307,BDL,BDL
8,17NOV20 5,11/17/20,5,580,0.034,19.72,0.495595882,287.4456118,BDL,BDL
8,17NOV20 6,11/17/20,6,3840,0.011,42.24,0.18404815,706.7448947,0.011,42.24
8,1DEC20 1,12/1/20,1,2170,0.065,141.05,0.9795182,2125.554494,0.386,837.62
8,1DEC20 2,12/1/20,2,1680,0.003,5.04,0.315034642,529.258198,BDL,BDL
8,1DEC20 3,12/1/20,3,810,0.027,21.87,2.278467579,1845.558739,0.047,38.07
8,1DEC20 4,12/1/20,4,930,0.042,39.06,0.402662179,374.4758266,BDL,BDL
8,1DEC20 5,12/1/20,5,370,0.029,10.73,1.422355634,526.2715847,0.015,5.55
8,1DEC20 6,12/1/20,6,870,0.03,26.1,0.505905004,440.1373539,BDL,BDL
8,15DEC20 1,12/15/20,1,510,0.103,52.53,1.871105653,954.2638832,0.42,214.2
8,15DEC20 2,12/15/20,2,250,0.164,41,2.578644957,644.6612392,0.691,172.75
8,15DEC20 3,12/15/20,3,340,0.084,28.56,4.989615076,1696.469126,0.013,4.42
8,15DEC20 4,12/15/20,4,210,0.074,15.54,0.648868271,136.2623368,0.016,3.36
8,15DEC20 5,12/15/20,5,160,0.053,8.48,1.674171101,267.8673762,0.035,5.6
8,15DEC20 6,12/15/20,6,410,0.018,7.38,4.319067328,1770.817604,BDL,BDL
8,29DEC20 1,12/29/20,1,1550,0.065,100.75,0.748472582,1160.132503,0.202,313.1
8,29DEC20 2,12/29/20,2,390,0.019,7.41,2.151119601,838.9366444,0.014,5.46
8,29DEC20 3,12/29/20,3,690,0.039,26.91,4.299055502,2966.348297,-0.002,-1.38
8,29DEC20 4,12/29/20,4,560,0.027,15.12,0.185412592,103.8310517,BDL,BDL
8,29DEC20 5,12/29/20,5,620,0.037,22.94,1.190703598,738.2362305,BDL,BDL
8,29DEC20 6,12/29/20,6,950,0.02,19,0.89052622,845.999909,BDL,BDL
8,12JAN21 1,1/12/21,1,340,0.089,30.26,1.30410394,443.3953397,BDL,BDL
8,12JAN21 2,1/12/21,2,250,0.021,5.25,2.178105244,544.526311,BDL,BDL
8,12JAN21 3,1/12/21,3,300,0.014,4.2,4.184897136,1255.469141,BDL,BDL
8,12JAN21 4,1/12/21,4,640,0.027,17.28,0.382347145,244.7021725,BDL,BDL
8,12JAN21 5,1/12/21,5,410,0.054,22.14,1.037734419,425.4711117,0.029,11.89
8,12JAN21 6,1/12/21,6,300,0.027,8.1,0.691469201,207.4407604,BDL,BDL
8,26JAN21 1,1/26/21,1,100,0.193,19.3,3.817255651,381.7255651,BDL,BDL
8,26JAN21 2,1/26/21,2,180,0.031,5.58,2.218128894,399.263201,0.02,3.6
8,26JAN21 3,1/26/21,3,60,0.046,2.76,7.352223283,441.133397,0.083,4.98
8,26JAN21 4,1/26/21,4,70,0.081,5.67,2.057427874,144.0199512,0.374,26.18
8,26JAN21 5,1/26/21,5,140,0.122,17.08,1.122936281,157.2110793,1.319,184.66
8,26JAN21 6,1/26/21,6,270,0.033,8.91,3.033155956,818.9521081,0.02,5.4
8,9FEB21 1,2/9/21,1,6410,0.021,134.61,0.582465396,3733.60319,0.112,717.92
8,9FEB21 2,2/9/21,2,940,0.012,11.28,1.210867027,1138.215006,BDL,BDL
8,9FEB21 3,2/9/21,3,1600,0.027,43.2,1.31592911,2105.486575,0.067,107.2
8,9FEB21 4,2/9/21,4,2170,0.069,149.73,0.639317172,1387.318264,0.047,101.99
8,9FEB21 5,2/9/21,5,820,0.031,25.42,1.087460772,891.7178333,0.016,13.12
8,9FEB21 6,2/9/21,6,2560,0.026,66.56,0.724367429,1854.380619,0.094,240.64
8,23FEB21 1,2/23/21,1,180,0.11,19.8,6.335410318,1140.373857,0.156,28.08
8,23FEB21 2,2/23/21,2,210,0.04,8.4,0.550931611,115.6956383,0.044,9.24
8,23FEB21 3,2/23/21,3,1520,0.015,22.8,0.624459908,949.1790604,BDL,BDL
8,23FEB21 4,2/23/21,4,360,0.103,37.08,1.075332393,387.1196616,0.032,11.52
8,23FEB21 5,2/23/21,5,370,0.051,18.87,0.892951896,330.3922015,0.034,12.58
8,23FEB21 6,2/23/21,6,1070,0.013,13.91,0.944042692,1010.12568,BDL,BDL
9,9MAR21 1,3/9/21,1,80,0.12,9.6,12.60725727,1008.580581,0.052,4.16
9,9MAR21 2,3/9/21,2,55,0.038,2.09,0.696536032,38.30948175,0.068,3.74
9,9MAR21 3,3/9/21,3,310,0.027,8.37,2.70740397,839.2952307,BDL,BDL
9,9MAR21 4,3/9/21,4,100,0.164,16.4,1.580641298,158.0641298,0.055,5.5
9,9MAR21 5,3/9/21,5,140,0.028,3.92,0.841890961,117.8647346,BDL,BDL
9,9MAR21 6,3/9/21,6,420,BDL,BDL,0.957156971,402.005928,BDL,BDL
9,23MAR21 1,3/23/21,1,530,0.212,112.36,7.007424927,3713.935212,1.121,594.13
9,23MAR21 2,3/23/21,2,220,0.143,31.46,4.361845454,959.6059998,0.279,61.38
9,23MAR21 3,3/23/21,3,240,0.049,11.76,9.879195234,2371.006856,0.016,3.84
9,23MAR21 4,3/23/21,4,270,0.2,54,3.377144397,911.8289872,0.436,117.72
9,23MAR21 5,3/23/21,5,390,0.122,47.58,0.960150894,374.4588485,0.065,25.35
9,23MAR21 6,3/23/21,6,400,0.02,8,4.782341846,1912.936738,BDL,BDL
9,6APR21 1,4/6/21,1,690,0.109,75.21,4.566030957,3150.56136,0.02,13.8
9,6APR21 2,4/6/21,2,340,0.045,15.3,6.497859346,2209.272177,0.037,12.58
9,6APR21 3,4/6/21,3,350,0.029,10.15,5.579323972,1952.76339,0.105,36.75
9,6APR21 4,4/6/21,4,500,0.104,52,4.70854166,2354.27083,BDL,BDL
9,6APR21 5,4/6/21,5,370,0.054,19.98,0.878416814,325.0142211,0.172,63.64
9,6APR21 6,4/6/21,6,660,0.019,12.54,2.781952636,1836.08874,0.199,131.34
9,20APR21 1,4/20/21,1,560,0.124,69.44,2.838687464,1589.66498,0.023,12.88
9,20APR21 2,4/20/21,2,250,0.059,14.75,3.253046316,813.261579,0.057,14.25
9,20APR21 3,4/20/21,3,280,0.02,5.6,4.556749798,1275.889943,0.027,7.56
9,20APR21 4,4/20/21,4,520,0.064,33.28,1.939313194,1008.442861,0.034,17.68
9,20APR21 5,4/20/21,5,260,0.047,12.22,1.308643454,340.247298,0.033,8.58
9,20APR21 6,4/20/21,6,450,0.024,10.8,1.031256549,464.0654471,BDL,BDL
9,6MAY21 1,5/6/21,1,590,0.205,120.95,2.829556001,1669.438041,1.212,715.08
9,6MAY21 2,5/6/21,2,400,0.022,8.8,4.219634143,1687.853657,BDL,BDL
9,6MAY21 3,5/6/21,3,520,BDL,BDL,8.441513727,4389.587138,BDL,BDL
