date,plot,depth_pwchemistry,volume_ml_pwchemistry,npoc_mg.l_pwchemistry,npoc_mg_pwchemistry,tdn_mg.l_pwchemistry,tdn_mg_pwchemistry
2018-05-09,6,50,20,1.0626,0.0213,1.5762,0.031524
2018-05-22,1,10,30,0.827,0.0248,0.0761,0.002283
2018-05-22,1,30,19,0.9016,0.0171,0.1134,0.00215384
2018-05-22,1,50,23,1.0566,0.0243,0.0882,0.00202952
2018-05-22,2,10,28,1.6876,0.0473,0.0668,0.00186984
2018-05-22,2,30,12,1.033,0.0124,0.4442,0.0053304
2018-05-22,2,50,30,0.8132,0.0244,1.2262,0.036786
2018-05-22,3,10,23,1.2156,0.028,0.1052,0.0024196
2018-05-22,3,30,21,0.757,0.0159,0.0758,0.00159096
2018-05-22,3,50,11,1.3134,0.0144,0.0839,9.229e-4
2018-05-22,4,10,30,1.8766,0.0563,0.176,0.0052788
2018-05-22,4,30,20,0.8468,0.0169,0.0671,0.001342
2018-05-22,4,50,4,,,,
2018-05-22,5,10,30,1.7594,0.0528,0.1107,0.0033198
2018-05-22,5,30,30,0.708,0.0212,0.057,0.0017106
2018-05-22,5,50,30,0.8634,0.0259,0.738,0.02214
2018-05-22,6,10,8,2.566,0.0205,0.6502,0.0052016
2018-05-22,6,30,6,2.294,0.0138,0.8028,0.0048168
2018-05-22,6,50,18,1.0294,0.0185,0.9862,0.0177516
2018-06-05,1,10,2,,,,
2018-06-05,1,30,9,1.6674,0.015,0.1836,0.00165276
2018-06-05,1,50,11,1.948,0.0214,2.084,0.022924
2018-06-05,2,10,1,,,,
2018-06-05,2,30,0,,,,
2018-06-05,2,50,9,1.6196,0.0146,0.3732,0.0033588
2018-06-05,3,10,0,,,,
2018-06-05,3,30,1,,,,
2018-06-05,3,50,1,,,,
2018-06-05,4,10,0,,,,
2018-06-05,4,30,3,,,,
2018-06-05,4,50,0,,,,
2018-06-05,5,10,6,2.5,0.015,0.7992,0.0047952
2018-06-05,5,30,2,,,,
2018-06-05,5,50,12,1.3498000000000001,0.0162,0.5114,0.0061368
2018-06-05,6,10,3,,,,
2018-06-05,6,30,3,,,,
2018-06-05,6,50,8,1.4986,0.012,1.3744,0.0109952
2018-06-19,1,10,48,2.576,0.1236,0.1483,0.00711744
2018-06-19,1,30,42,3.004,0.1262,0.402,0.016884
2018-06-19,1,50,4,1.2136,0.0049,0.1095,4.3784e-4
2018-06-19,2,10,20,1.3438,0.0269,0.107,0.0021396
2018-06-19,2,30,0,,,,
2018-06-19,2,50,7,3.874,0.0271,0.644,0.004508
2018-06-19,3,10,0,,,,
2018-06-19,3,30,14,1.1624,0.0163,0.1366,0.00191212
2018-06-19,3,50,0,,,,
2018-06-19,4,10,24,2.084,0.05,0.2208,0.0052992
2018-06-19,4,30,0,,,,
2018-06-19,4,50,0,,,,
2018-06-19,5,10,30,1.7782,0.0533,0.184,0.0055194
2018-06-19,5,30,21,0.9754,0.0205,0.0435,9.1308e-4
2018-06-19,5,50,6,1.0488,0.0063,0.2462,0.0014772
2018-06-19,6,10,18,2.852,0.0513,0.552,0.009936
2018-06-19,6,30,18,3.966,0.0714,0.4276,0.0076968
2018-06-19,6,50,20,1.5648,0.0313,0.7938,0.015876
2018-07-04,1,10,0,,,,
2018-07-04,1,30,8,1.804,0.0144,0.0931,7.4512e-4
2018-07-04,1,50,12,1.4796,0.0178,0.0978,0.0011736
2018-07-04,2,10,0,,,,
2018-07-04,2,30,13,1.1738,0.0153,1.1362,0.0147706
2018-07-04,2,50,0,,,,
2018-07-04,3,10,0,,,,
2018-07-04,3,30,0,,,,
2018-07-04,3,50,5,2.588,0.0129,0.1795,8.977e-4
2018-07-04,4,10,0,,,,
2018-07-04,4,30,3,,,,
2018-07-04,4,50,0,,,,
2018-07-04,5,10,0,,,,
2018-07-04,5,30,4,,,,
2018-07-04,5,50,18,0.7572,0.0136,0.1814,0.00326556
2018-07-04,6,10,1,,,,
2018-07-04,6,30,1,,,,
2018-07-04,6,50,8,2.06,0.0165,0.8716,0.0069728
2018-07-17,1,10,8.5,1.5594,0.0133,0.0917,7.7962e-4
2018-07-17,1,30,20,1.0384,0.0208,0.0634,0.0012672
2018-07-17,1,50,31,1.0562,0.0327,0.1274,0.00395064
2018-07-17,2,10,7.5,2.33,0.0175,0.1751,0.00131295
2018-07-17,2,30,1,,,,
2018-07-17,2,50,20,1.5964,0.0319,1.0632,0.021264
2018-07-17,3,10,6,2.136,0.0128,0.1745,0.001047
2018-07-17,3,30,19,1.34,0.0255,0.0758,0.00143982
2018-07-17,3,50,1,,,,
2018-07-17,4,10,10,3.38,0.0338,0.4416,0.004416
2018-07-17,4,30,11,2.644,0.0291,0.2276,0.0025036
2018-07-17,4,50,9.5,2.636,0.025,0.377,0.0035815
2018-07-17,5,10,15,1.6796,0.0252,0.1394,0.002091
2018-07-17,5,30,5,3.514,0.0176,0.2364,0.001182
2018-07-17,5,50,25,1.257,0.0314,0.1719,0.0042985
2018-07-17,6,10,9,2.842,0.0256,0.339,0.003051
2018-07-17,6,30,11,12.52,0.1377,0.4662,0.0051282
2018-07-17,6,50,14,1.4272,0.02,0.6392,0.0089488
2018-07-31,1,10,2,,,,
2018-07-31,1,30,13,20.16,0.2621,0.2158,0.0028054
2018-07-31,1,50,19,1.5652,0.0297,0.0622,0.00118218
2018-07-31,2,10,3.5,,,,
2018-07-31,2,30,1,,,,
2018-07-31,2,50,1,,,,
2018-07-31,3,10,4,5.366,0.0215,0.3304,0.0013216
2018-07-31,3,30,10,1.6738,0.0167,0.24,0.0024
2018-07-31,3,50,6,2.316,0.0139,0.0881,5.2848e-4
2018-07-31,4,10,1,,,,
2018-07-31,4,30,7,24.28,0.17,0.2846,0.0019922
2018-07-31,4,50,0,,,,
2018-07-31,5,10,7,46.32,0.3242,0.7628,0.0053396
2018-07-31,5,30,6,1.8142,0.0109,0.349,0.002094
2018-07-31,5,50,17,1.405,0.0239,0.2012,0.0034204
2018-07-31,6,10,4.5,3.694,0.0166,0.3672,0.0016524
2018-07-31,6,30,5,3.206,0.016,0.2666,0.001333
2018-07-31,6,50,6,21.84,0.131,0.9758,0.0058548
2018-08-14,1,10,0,,,,
2018-08-14,1,30,1,,,,
2018-08-14,1,50,,,,,
2018-08-14,2,10,,,,,
2018-08-14,2,30,0,,,,
2018-08-14,2,50,7,2.216,0.0155,0.21560000000000001,0.0015092
2018-08-14,3,10,1,,,,
2018-08-14,3,30,,,,,
2018-08-14,3,50,,,,,
2018-08-14,4,10,3,,,,
2018-08-14,4,30,8,1.1698,0.0094,0.0499,3.9952e-4
2018-08-14,4,50,0,,,,
2018-08-14,5,10,10,2.444,0.0244,0.0971,9.714e-4
2018-08-14,5,30,0,,,,
2018-08-14,5,50,4.5,2.198,0.0099,0.1341,6.0336e-4
2018-08-14,6,10,6,2.89,0.0173,0.0994,5.9616e-4
2018-08-14,6,30,4,,,,
2018-08-14,6,50,11,24.3,0.2673,0.54,0.00594
2018-08-28,1,10,0,,,,
2018-08-28,1,30,22.5,1.3304,0.0299,0.1737,0.00390735
2018-08-28,1,50,53,1.796,0.0952,0.105,0.00556394
2018-08-28,2,10,35,1.8804,0.0658,0.1425,0.0049889
2018-08-28,2,30,7,1.5534,0.0109,0.1457,0.00102004
2018-08-28,2,50,29,2.376,0.0689,0.1272,0.00368996
2018-08-28,3,10,17,2.106,0.0358,0.1431,0.00243236
2018-08-28,3,30,25,0.7132,0.0178,0.0678,0.001695
2018-08-28,3,50,17.5,1.4452,0.0253,0.0799,0.00139895
2018-08-28,4,10,12,4.13,0.0496,0.2322,0.0027864
2018-08-28,4,30,4.5,17.676,0.0795,0.3298,0.0014841
2018-08-28,4,50,6.5,2.014,0.0131,0.1539,0.00100061
2018-08-28,5,10,54,2.084,0.1125,0.1434,0.00774144
2018-08-28,5,30,51,0.9232,0.0471,0.0756,0.00385458
2018-08-28,5,50,37,1.1552,0.0427,0.1401,0.00518296
2018-08-28,6,10,3,,,,
2018-08-28,6,30,6,3.138,0.0188,0.1356,8.1372e-4
2018-08-28,6,50,20,11.828,0.2366,0.3156,0.006312
2018-09-11,1,10,0,,,,
2018-09-11,1,30,12,1.7498,0.021,0.5172,0.0062064
2018-09-11,1,50,0,,,,
2018-09-11,2,10,4,,,,
2018-09-11,2,30,1,,,,
2018-09-11,2,50,15,2.352,0.0353,0.274,0.00411
2018-09-11,3,10,4,3.238,0.013,1.7532,0.0070128
2018-09-11,3,30,7,2,0.014,0.7274,0.0050918
2018-09-11,3,50,14,1.5798,0.0221,0.211,0.002954
2018-09-11,4,10,,,,,
2018-09-11,4,30,17,1.9254,0.0327,0.625,0.010625
2018-09-11,4,50,,,,,
2018-09-11,5,10,0,,,,
2018-09-11,5,30,14,1.869,0.0262,0.3256,0.0045584
2018-09-11,5,50,0,,,,
2018-09-11,6,10,9,2.344,0.0211,0.3594,0.0032346
2018-09-11,6,30,4,3.71,0.0148,1.4572,0.0058288
2018-09-11,6,50,12,1.4836,0.0178,0.4098,0.0049176
2018-09-25,1,10,0,,,,
2018-09-25,1,30,14,1.8182,0.0255,0.3168,0.0044352
2018-09-25,1,50,32,1.1912,0.0381,0.0907,0.00290112
2018-09-25,2,10,12,1.6118,0.0193,0.3392,0.0040704
2018-09-25,2,30,,,,,
2018-09-25,2,50,13,2.884,0.0375,0.3296,0.0042848
2018-09-25,3,10,12,2.852,0.0342,0.2258,0.0027096
2018-09-25,3,30,14,2.34,0.0328,0.429,0.006006
2018-09-25,3,50,15,1.916,0.0287,0.3188,0.004782
2018-09-25,4,10,18,5.066,0.0912,0.556,0.010008
2018-09-25,4,30,0,,,,
2018-09-25,4,50,5,3.832,0.0192,0.9612,0.004806
2018-09-25,5,10,52,1.5728,0.0818,0.207,0.010764
2018-09-25,5,30,29,1.269,0.0368,0.1362,0.00394864
2018-09-25,5,50,33,1.3182,0.0435,0.1812,0.0059796
2018-09-25,6,10,0,,,,
2018-09-25,6,30,3,,,,
2018-09-25,6,50,11,4.08,0.0449,0.3812,0.0041932
2018-10-10,1,10,29,1.7416,0.0505,0.1547,0.0044863
2018-10-10,1,30,53,0.5272,0.0279,0.1752,0.00928454
2018-10-10,1,50,0,,,,
2018-10-10,2,10,52,1.0152,0.0528,0.0752,0.00391248
2018-10-10,2,30,12,3.178,0.0381,0.1986,0.00238296
2018-10-10,2,50,0,,,,
2018-10-10,3,10,24,2.446,0.0587,0.1942,0.00466128
2018-10-10,3,30,54,0.5928,0.032,0.0952,0.0051408
2018-10-10,3,50,29,15.62,0.453,3.03,0.08787
2018-10-10,4,10,59,1.6378,0.0966,0.1484,0.00875678
2018-10-10,4,30,15,1.27,0.0191,0.4012,0.006018
2018-10-10,4,50,12,2.66,0.0319,0.1708,0.00205008
2018-10-10,5,10,51,1.0968,0.0559,0.1489,0.0075939
2018-10-10,5,30,53,0.7994,0.0424,0.1516,0.0080348
2018-10-10,5,50,44,1.0634,0.0468,0.1852,0.00814968
2018-10-10,6,10,38,1.3818,0.0525,0.2318,0.0088084
2018-10-10,6,30,18,4.978,0.0896,0.9714,0.0174852
2018-10-10,6,50,51,1.7866,0.0911,0.4094,0.0208794
2018-10-23,1,10,16,2.028,0.0324,0.2006,0.0032096
2018-10-23,1,30,28,1.2772,0.0358,0.3058,0.0085624
2018-10-23,1,50,53,1.8848,0.0999,0.1982,0.01050566
2018-10-23,2,10,28,3.678,0.103,0.6808,0.0190624
2018-10-23,2,30,6,2.648,0.0159,0.3748,0.0022488
2018-10-23,2,50,27,2.144,0.0579,0.2424,0.0065448
2018-10-23,3,10,27,2.334,0.063,0.3498,0.0094446
2018-10-23,3,30,51,1.1434,0.0583,0.1481,0.0075531
2018-10-23,3,50,20,2.25,0.045,0.5806,0.011612
2018-10-23,4,10,34,2.962,0.1007,0.2584,0.0087856
2018-10-23,4,30,10,2.052,0.0205,0.2828,0.002828
2018-10-23,4,50,8,4.642,0.0371,0.3134,0.0025072
2018-10-23,5,10,52,1.8758,0.0975,0.2694,0.0140088
2018-10-23,5,30,45,1.1134,0.0501,0.1639,0.0073764
2018-10-23,5,50,36,1.617,0.0582,0.1442,0.0051912
2018-10-23,6,10,26,2.262,0.0588,0.4944,0.0128544
2018-10-23,6,30,4,3.564,0.0143,0.948,0.003792
2018-10-23,6,50,6,2.722,0.0163,0.8862,0.0053172
2018-11-07,1,10,28,1.5846,0.0444,0.1101,0.00308224
2018-11-07,1,30,50,0.9796,0.049,0.1822,0.009109
2018-11-07,1,50,49,1.2378,0.0607,0.1552,0.0076048
2018-11-07,2,10,42,2.332,0.0979,0.0904,0.00379512
2018-11-07,2,30,0,,,,
2018-11-07,2,50,53,1.5598,0.0827,0.2518,0.0133454
2018-11-07,3,10,32.5,1.3154,0.0428,0.1365,0.0044369
2018-11-07,3,30,52,1.1714,0.0609,0.0792,0.00411736
2018-11-07,3,50,27,2.128,0.0575,0.2694,0.0072738
2018-11-07,4,10,58,2.426,0.1407,0.5678,0.0329324
2018-11-07,4,30,24,1.13,0.0271,0.166,0.00398352
2018-11-07,4,50,14,2.678,0.0375,0.2954,0.0041356
2018-11-07,5,10,51.5,1.4728,0.0758,0.1082,0.00557436
2018-11-07,5,30,53,1.1312,0.06,0.1577,0.00835704
2018-11-07,5,50,30,1.3632,0.0409,0.1357,0.0040722
2018-11-07,6,10,24,2.784,0.0668,3.404,0.081696
2018-11-07,6,30,5,4.678,0.0234,0.2896,0.001448
2018-11-07,6,50,21,1.8762,0.0394,0.9624,0.0202104
2018-11-20,1,10,5,5.336,0.0267,2.33,0.01165
2018-11-20,1,30,18,1.2618,0.0227,0.5508,0.0099144
2018-11-20,1,50,,,,,
2018-11-20,2,10,9,1.783,0.016,0.9678,0.0087102
2018-11-20,2,30,3,,,,
2018-11-20,2,50,20,7.46,0.1492,2.27,0.0454
2018-11-20,3,10,11,3.038,0.0334,0.8422,0.0092642
2018-11-20,3,30,18,1.671,0.0301,1.7498,0.0314964
2018-11-20,3,50,0,,,,
2018-11-20,4,10,4,,,,
2018-11-20,4,30,12,2.09,0.0251,1.348,0.016176
2018-11-20,4,50,3,,,,
2018-11-20,5,10,10,2.118,0.0212,0.9636,0.009636
2018-11-20,5,30,27,2.052,0.0554,0.9386,0.0253422
2018-11-20,5,50,36,1.0566,0.038,0.3488,0.0125568
2018-11-20,6,10,14,2.34,0.0328,0.9614,0.0134596
2018-11-20,6,30,6,3.826,0.023,3.292,0.019752
2018-11-20,6,50,16,1.4808,0.0237,1.0408,0.0166528
2018-12-04,1,10,0,,,,
2018-12-04,1,30,3,,,,
2018-12-04,1,50,11,2.404,0.0264,0.569,0.006259
2018-12-04,2,10,,,,,
2018-12-04,2,30,0,,,,
2018-12-04,2,50,11,2.578,0.0284,1.2854,0.0141394
2018-12-04,3,10,6,21.58,0.1295,3.236,0.019416
2018-12-04,3,30,6,,,,
2018-12-04,3,50,5,6.278,0.0314,2.478,0.01239
2018-12-04,4,10,3,,,,
2018-12-04,4,30,1.5,,,,
2018-12-04,4,50,0,,,,
2018-12-04,5,10,15,2.796,0.0419,1.8764,0.028146
2018-12-04,5,30,9,4.384,0.0395,0.6518,0.0058662
2018-12-04,5,50,21,1.7944,0.0377,0.4448,0.0093408
2018-12-04,6,10,5,,,,
2018-12-04,6,30,,,,,
2018-12-04,6,50,0,,,,
2018-12-18,1,10,0,,,,
2018-12-18,1,30,3,,,,
2018-12-18,1,50,1,,,,
2018-12-18,2,10,0,,,,
2018-12-18,2,30,0,,,,
2018-12-18,2,50,8,2.206,0.0176,0.524,0.004192
2018-12-18,3,10,14,2.042,0.0286,0.2338,0.0032732
2018-12-18,3,30,20.5,1.0246,0.021,0.148,0.003034
2018-12-18,3,50,10.5,3.148,0.0331,0.2358,0.0024759
2018-12-18,4,10,1,,,,
2018-12-18,4,30,5,7.338,0.0367,1.3852,0.006926
2018-12-18,4,50,0,,,,
2018-12-18,5,10,14,8.092,0.1133,0.501,0.007014
2018-12-18,5,30,0,,,,
2018-12-18,5,50,16,1.92,0.0307,0.3286,0.0052576
2018-12-18,6,10,0,,,,
2018-12-18,6,30,2,,,,
2018-12-18,6,50,13,2.272,0.0295,0.6136,0.0079768
2019-01-03,1,10,2,,,,
2019-01-03,1,30,12.5,1.321,0.0165,1.006,0.012575
2019-01-03,1,50,,,,,
2019-01-03,2,10,0,,,,
2019-01-03,2,30,1.5,,,,
2019-01-03,2,50,5,27.98,0.1399,0.836,0.00418
2019-01-03,3,10,2.5,,,,
2019-01-03,3,30,16,6.024,0.0964,0.1627,0.00260256
2019-01-03,3,50,11,2.566,0.0282,0.2252,0.0024772
2019-01-03,4,10,0,,,,
2019-01-03,4,30,8,2.48,0.0198,1.098,0.008784
2019-01-03,4,50,3,,,,
2019-01-03,5,10,9.5,5.27,0.0501,0.261,0.0024795
2019-01-03,5,30,16,2.16,0.0346,0.3538,0.0056608
2019-01-03,5,50,33,0.5496,0.0181,0.1464,0.0048312
2019-01-03,6,10,10,1.1328,0.0113,0.626,0.00626
2019-01-03,6,30,5,1.7842,0.0089,0.4916,0.002458
2019-01-03,6,50,0,,,,
2019-01-15,1,10,0,,,,
2019-01-15,1,30,,,,,
2019-01-15,1,50,0,,,,
2019-01-15,2,10,0,,,,
2019-01-15,2,30,0,,,,
2019-01-15,2,50,12,1.1004,0.0132,0.4862,0.0058344
2019-01-15,3,10,11,22.02,0.2422,0.82,0.00902
2019-01-15,3,30,0,,,,
2019-01-15,3,50,7,3.602,0.0252,0.2732,0.0019124
2019-01-15,4,10,0,,,,
2019-01-15,4,30,0,,,,
2019-01-15,4,50,0,,,,
2019-01-15,5,10,6,1.4402,0.0086,0.1308,7.8504e-4
2019-01-15,5,30,17,1.6196,0.0275,0.3804,0.0064668
2019-01-15,5,50,27,0.718,0.0194,0.1688,0.00455652
2019-01-15,6,10,0,,,,
2019-01-15,6,30,,,,,
2019-01-15,6,50,7,3.696,0.0259,1.6204,0.0113428
2019-01-29,1,10,2,,,,
2019-01-29,1,30,15,3.474,0.0521,0.2442,0.003663
2019-01-29,1,50,0,,,,
2019-01-29,2,10,4,3.19,0.0128,0.2632,0.0010528
2019-01-29,2,30,,,,,
2019-01-29,2,50,0,,,,
2019-01-29,3,10,0,,,,
2019-01-29,3,30,15,1.5798,0.0237,0.1525,0.0022875
2019-01-29,3,50,19,1.5048,0.0286,0.1654,0.00314184
2019-01-29,4,10,0,,,,
2019-01-29,4,30,10,0.9868,0.0099,0.7096,0.007096
2019-01-29,4,50,4,2.292,0.0092,0.2756,0.0011024
2019-01-29,5,10,9,2.24,0.0202,0.5464,0.0049176
2019-01-29,5,30,14,1.5862,0.0222,0.3406,0.0047684
2019-01-29,5,50,25,1.0508,0.0263,0.2118,0.005295
2019-01-29,6,10,11,1.7786,0.0196,1.051,0.011561
2019-01-29,6,30,3,,,,
2019-01-29,6,50,16,1.6682,0.0267,0.6306,0.0100896
2019-02-13,1,10,,,,,
2019-02-13,1,30,10,8.246,0.0825,1.1282,0.011282
2019-02-13,1,50,0,,,,
2019-02-13,2,10,5,3.042,0.0152,0.3472,0.001736
2019-02-13,2,30,,,,,
2019-02-13,2,50,17,1.8216,0.031,0.6288,0.0106896
2019-02-13,3,10,14,6.34,0.0888,0.1733,0.00242564
2019-02-13,3,30,,,,,
2019-02-13,3,50,3,6.322,0.019,0.3158,9.474e-4
2019-02-13,4,10,0,,,,
2019-02-13,4,30,6,1.5036,0.009,0.6144,0.0036864
2019-02-13,4,50,0,,,,
2019-02-13,5,10,12,1.3128,0.0158,0.3854,0.0046248
2019-02-13,5,30,0,,,,
2019-02-13,5,50,0,,,,
2019-02-13,6,10,14,0.8882,0.0124,0.4606,0.0064484
2019-02-13,6,30,3,3.792,0.0114,0.7514,0.0022542
2019-02-13,6,50,4,4.218,0.0169,0.6868,0.0027472
2019-02-26,1,10,0,,,,
2019-02-26,1,30,0,,,,
2019-02-26,1,50,0,,,,
2019-02-26,2,10,0,,,,
2019-02-26,2,30,0,,,,
2019-02-26,2,50,5,5.108,0.0255,2.022,0.01011
2019-02-26,3,10,0,,,,
2019-02-26,3,30,,,,,
2019-02-26,3,50,0,,,,
2019-02-26,4,10,0,,,,
2019-02-26,4,30,0,,,,
2019-02-26,4,50,0,,,,
2019-02-26,5,10,3.5,8.566,0.03,0.424,0.001484
2019-02-26,5,30,12,1.6248,0.0195,0.3266,0.0039192
2019-02-26,6,10,4,5.682,0.0227,0.8292,0.0033168
2019-02-26,6,30,0,,,,
2019-02-26,6,50,0,,,,
2019-03-14,1,10,0,,,,
2019-03-14,1,30,4,1.9108,0.0076,0.6502,0.0026008
2019-03-14,1,50,0,,,,
2019-03-14,2,10,7,1.7318,0.0121,0.9742,0.0068194
2019-03-14,2,30,0,,,,
2019-03-14,2,50,,,,,
2019-03-14,3,10,0,,,,
2019-03-14,3,30,15,1.6252,0.0244,0.2488,0.003732
2019-03-14,3,50,11,3.108,0.0342,0.3706,0.0040766
2019-03-14,4,10,0,,,,
2019-03-14,4,30,3,,,,
2019-03-14,4,50,0,,,,
2019-03-14,5,10,0,,,,
2019-03-14,5,30,18,1.8766,0.0338,0.2098,0.0037764
2019-03-14,5,50,41,1.5274,0.0626,0.1474,0.00604504
2019-03-14,6,10,0,,,,
2019-03-14,6,30,0,,,,
2019-03-14,6,50,0,,,,
2019-03-26,1,10,0,,,,
2019-03-26,1,30,3,,,,
2019-03-26,1,50,0,,,,
2019-03-26,2,10,9,5.688,0.0512,0.2616,0.0023544
2019-03-26,2,30,0,,,,
2019-03-26,2,50,31,0.8984,0.0279,0.3544,0.0109864
2019-03-26,3,10,12,3.964,0.0476,0.5548,0.0066576
2019-03-26,3,30,0,,,,
2019-03-26,3,50,0,,,,
2019-03-26,4,10,0,,,,
2019-03-26,4,30,7,6.77,0.0474,0.3008,0.0021056
2019-03-26,4,50,0,,,,
2019-03-26,5,10,0,,,,
2019-03-26,5,30,30,,,,
2019-03-26,5,50,0,,,,
2019-03-26,6,10,15,1.3576,0.0204,0.625,0.009375
2019-03-26,6,30,3,,,,
2019-03-26,6,50,0,,,,
2019-04-09,1,10,0,,,,
2019-04-09,1,30,1,,,,
2019-04-09,1,50,0,,,,
2019-04-09,2,10,0,,,,
2019-04-09,2,30,0,,,,
2019-04-09,2,50,0,,,,
2019-04-09,3,10,1,,,,
2019-04-09,3,30,1,,,,
2019-04-09,3,50,1,,,,
2019-04-09,4,10,0,,,,
2019-04-09,4,30,0,,,,
2019-04-09,4,50,0,,,,
2019-04-09,5,10,0,,,,
2019-04-09,5,30,0,,,,
2019-04-09,5,50,1,,,,
2019-04-09,6,10,1,,,,
2019-04-09,6,30,0,,,,
2019-04-09,6,50,0,,,,
2019-04-24,1,10,0,,,,
2019-04-24,1,30,0,,,,
2019-04-24,1,50,0,,,,
2019-04-24,2,10,0,,,,
2019-04-24,2,30,0,,,,
2019-04-24,2,50,0,,,,
2019-04-24,3,10,6,4.542,0.0273,0.2836,0.0017016
2019-04-24,3,30,,,,,
2019-04-24,3,50,0,,,,
2019-04-24,4,10,0,,,,
2019-04-24,4,30,,,,,
2019-04-24,4,50,0,,,,
2019-04-24,5,10,1,,,,
2019-04-24,5,30,,,,,
2019-04-24,5,50,4,5.716,0.0229,0.3052,0.0012208
2019-04-24,6,10,10,2.968,0.0297,0.4604,0.004604
2019-04-24,6,30,0,,,,
2019-04-24,6,50,10,3.312,0.0331,0.7606,0.007606
2019-05-07,1,10,1,,,,
2019-05-07,1,30,14,1.0866,0.0152,0.2996,0.0041944
2019-05-07,1,50,0,,,,
2019-05-07,2,10,4,,,,
2019-05-07,2,30,,,,,
2019-05-07,2,50,16,1.2078,0.0193,0.542,0.008672
2019-05-07,3,10,11,3.292,0.0362,0.2634,0.0028974
2019-05-07,3,30,5,5.122,0.0256,0.2408,0.001204
2019-05-07,3,50,16,4.854,0.0777,0.2998,0.0047968
2019-05-07,4,10,0,,,,
2019-05-07,4,30,14,1.0472,0.0147,0.192,0.002688
2019-05-07,4,50,0,,,,
2019-05-07,5,10,0,,,,
2019-05-07,5,30,8,7.132,0.0571,0.3046,0.0024368
2019-05-07,5,50,19,1.3296,0.0253,0.1527,0.0029013
2019-05-07,6,10,11,3.968,0.0436,0.344,0.003784
2019-05-07,6,30,3,,,,
2019-05-07,6,50,0,,,,
2019-05-21,1,10,1,,,,
2019-05-21,1,30,23,0.975,0.0224,0.2684,0.0061732
2019-05-21,1,50,5,4.39,0.022,0.4032,0.002016
2019-05-21,2,10,10,2.058,0.0206,0.2658,0.002658
2019-05-21,2,30,6,3.258,0.0195,0.3798,0.0022788
2019-05-21,2,50,33,1.1726,0.0387,0.4806,0.0158598
2019-05-21,3,10,8,2.308,0.0185,0.3402,0.0027216
2019-05-21,3,30,17,1.5294,0.026,0.1675,0.0028475
2019-05-21,3,50,20,2.044,0.0409,0.3038,0.006076
2019-05-21,4,10,0,,,,
2019-05-21,4,30,15,1.2736,0.0191,0.2154,0.003231
2019-05-21,4,50,3,,,,
2019-05-21,5,10,6,2.804,0.0168,2.034,0.012204
2019-05-21,5,30,34,0.7762,0.0264,0.0982,0.00333812
2019-05-21,5,50,38,0.8428,0.032,0.1511,0.00574256
2019-05-21,6,10,13,1.5436,0.0201,0.309,0.004017
2019-05-21,6,30,8,2.986,0.0239,0.439,0.003512
2019-05-21,6,50,16,1.6106,0.0258,1.2088,0.0193408
2019-06-07,1,10,0,,,,
2019-06-07,1,30,11,1.6054,0.0177,0.2774,0.0030514
2019-06-07,1,50,0,,,,
2019-06-07,2,10,3,,,,
2019-06-07,2,30,0,,,,
2019-06-07,2,50,15,1.1986,0.018,0.636,0.00954
2019-06-07,3,10,9,1.8848,0.017,0.2108,0.0018972
2019-06-07,3,30,9,1.257,0.0113,0.26,0.00234
2019-06-07,3,50,14,2.718,0.0381,0.2642,0.0036988
2019-06-07,4,10,0,,,,
2019-06-07,4,30,4,,,,
2019-06-07,4,50,0,,,,
2019-06-07,5,10,7,2.214,0.0155,0.2942,0.0020594
2019-06-07,5,30,22,0.9572,0.0211,0.1047,0.00230384
2019-06-07,5,50,30,0.7762,0.0233,0.1751,0.0052518
2019-06-07,6,10,8,2.052,0.0164,0.503,0.004024
2019-06-07,6,30,,,,,
2019-06-07,6,50,13,1.285,0.0167,1.2498,0.0162474
2019-06-19,1,10,0,,,,
2019-06-19,1,30,0,,,,
2019-06-19,1,50,0,,,,
2019-06-19,2,10,2,,,,
2019-06-19,2,30,0,,,,
2019-06-19,2,50,9,3.044,0.0274,0.6502,0.0058518
2019-06-19,3,10,10,2.816,0.0282,0.1929,0.001929
2019-06-19,3,30,0,,,,
2019-06-19,3,50,18,3.918,0.0705,0.591,0.010638
2019-06-19,4,10,0,,,,
2019-06-19,4,30,6,10.338,0.062,0.4526,0.0027156
2019-06-19,4,50,0,,,,
2019-06-19,5,10,2,,,,
2019-06-19,5,30,22,13.514,0.2973,0.1843,0.00405372
2019-06-19,5,50,0,,,,
2019-06-19,6,10,11,1.5096,0.0166,0.1914,0.00210584
2019-06-19,6,30,,,,,
2019-06-19,6,50,15,1.0878,0.0163,1.3698,0.020547
2019-07-02,1,10,0,,,,
2019-07-02,1,30,0,,,,
2019-07-02,1,50,0,,,,
2019-07-02,2,10,0,,,,
2019-07-02,2,30,0,,,,
2019-07-02,2,50,0,,,,
2019-07-02,3,10,0,,,,
2019-07-02,3,30,0,,,,
2019-07-02,3,50,0,,,,
2019-07-02,4,10,0,,,,
2019-07-02,4,30,0,,,,
2019-07-02,4,50,0,,,,
2019-07-02,5,10,0,,,,
2019-07-02,5,30,0,,,,
2019-07-02,5,50,9,4.054,0.0365,0.312,0.002808
2019-07-02,6,10,0,,,,
2019-07-02,6,30,0,,,,
2019-07-02,6,50,,,,,
2019-07-17,1,10,,,,,
2019-07-17,1,30,0,,,,
