date,plot,volume_lysimiter.surface.chemistry,npoc_ug.mL_lysimiter.surface.chemistry,npoc_ug_lysimiter.surface.chemistry,tn_ug.mL_lysimiter.surface.chemistry,tn_ug_lysimiter.surface.chemistry,volume_m_l_lysimiter.surface.chemistry,po4_ugP.mL_lysimiter.surface.chemistry,po4_ugP_lysimiter.surface.chemistry,no3_ugN.mL_lysimiter.surface.chemistry,no3_ugN_lysimiter.surface.chemistry,nh4_ugN.mL_lysimiter.surface.chemistry,nh4_ugN_lysimiter.surface.chemistry
2019-04-24,2,180,14.054,2529.72,3.454,621.72,180,0.37241952,67.0355136,2.987135447,537.6843805,0.07488792,13.4798256
2019-04-24,3,320,18.244,5838.08,2.008,642.56,320,0.2437744,78.007808,1.305996869,417.9189982,0.01845336,5.9050752
2019-04-24,4,280,37.3,10444,3.818,1069.04,280,0.4069456,113.944768,0.328658634,92.0244176,0.26209872,73.3876416
2019-04-24,5,1030,22.26,22927.8,1.864,1919.92,1030,0.04702304,48.4337312,0.697594084,718.5219061,0.61779924,636.3332172
2019-04-24,6,200,24.04,4808,1.243,248.6,200,0.05317152,10.634304,0.021050186,4.210037159,0.56923296,113.846592
2019-05-07,1,220,4.346,956.12,1.725,379.5,220,0.22059936,48.5318592,1.169714645,257.337222,0.6688074,147.137628
2019-05-07,2,240,12.93,3103.2,2.768,664.32,240,0.2508688,60.208512,2.174309325,521.834238,0,0
2019-05-07,3,660,11.506,7593.96,1.6648,1098.768,660,0.165736,109.38576,0.901043975,594.6890236,0.0583374,38.502684
2019-05-07,4,910,41.88,38110.8,4.096,3727.36,910,0.12364256,112.5147296,1.69050743,1538.361761,3.6899556,3357.859596
2019-05-07,5,2140,10.534,22542.76,1.3062,2795.268,2140,0.08817056,188.6849984,0.655735972,1403.27498,0,0
2019-05-07,6,860,16.316,14031.76,1.2626,1085.836,860,0.05364448,46.1342528,0.09405852,80.89032728,0.13810548,118.7707128
2019-05-21,1,460,2.942,1353.32,0.4494,206.724,460,0.03519904,16.1915584,0.31016319,142.6750672,2.09622192,964.2620832
2019-05-21,2,760,7.598,5774.48,1.41,1071.6,760,0.18749216,142.4940416,1.77130332,1346.190523,6.9471522,5279.835672
2019-05-21,3,600,13.644,8186.4,1.168,700.8,600,0.11039968,66.239808,1.249537091,749.7222545,0.42570468,255.422808
2019-05-21,4,1000,32.48,32480,3.136,3136,1000,0.23573408,235.73408,1.290421758,1290.421758,0.06349248,63.49248
2019-05-21,5,1340,11.328,15179.52,1.1684,1565.656,1340,0.07634656,102.3043904,0.609010638,816.0742549,0.03310464,44.3602176
2019-05-21,6,2430,20.08,48794.4,0.3154,766.422,2430,0,0,0.026890853,65.34477167,0,0
2019-06-03,1,110,2.758,303.38,0.373,41.03,110,0.02526688,2.7793568,0.189456077,20.84016846,0,0
2019-06-03,2,150,16.09,2413.5,3.504,525.6,150,0.32748832,49.123248,2.514041441,377.1062161,1.27032384,190.548576
2019-06-03,3,580,13.356,7746.48,1.1988,695.304,580,0.17661408,102.4361664,0.535028859,310.3167383,1.43637168,833.0955744
2019-06-03,4,730,34.5,25185,3.7,2701,730,0.13168288,96.1285024,1.647675874,1202.803388,0.12942324,94.4789652
2019-06-03,5,3370,5.21,17557.7,0.5014,1689.718,3370,0.04087456,137.7472672,0.211845299,713.918659,0,0
2019-06-03,6,1410,8.644,12188.04,0.623,878.43,1410,0.05080672,71.6374752,0.055120742,77.72024594,0,0
2019-06-19,1,120,5.828,699.36,0.6912,82.944,120,0.012024,1.44288,0.280959856,33.71518271,0.2821764,33.861168
2019-06-19,2,120,13.826,1659.12,3.214,385.68,120,0.35539296,42.6471552,2.727225777,327.2670932,0.08248488,9.8981856
2019-06-19,3,70,35.76,2503.2,5.106,357.42,70,0.42208032,29.5456224,3.707484345,259.5239042,0.0284922,1.994454
2019-06-19,4,90,44.26,3983.4,6.316,568.44,90,1.5349552,138.145968,3.855447903,346.9903113,0.19426872,17.4841848
2019-06-19,5,1000,20.22,20220,1.673,1673,1000,0.14965536,149.65536,0.660603194,660.6031942,0.08574072,85.74072
2019-06-19,6,270,25.36,6847.2,1.4868,401.436,270,0.0616848,16.654896,0.075563075,20.40203036,0.20240832,54.6502464
2019-07-02,1,15,8.554,128.31,1.1702,17.553,15,0.02432096,0.3648144,0.216712522,3.250687826,0.17039256,2.5558884
2019-07-02,2,23,12.18,280.14,5.458,125.534,23,1.27861088,29.40805024,5.227031143,120.2217163,0.26698248,6.14059704
2019-07-02,3,30,17.988,539.64,4.188,125.64,30,1.21854496,36.5563488,3.301558007,99.0467402,0.21543168,6.4629504
2019-07-02,4,19,40.22,764.18,6.62,125.78,19,1.24550368,23.66456992,0.741399084,14.0865826,2.97258552,56.47912488
2019-07-02,5,40,14.232,569.28,5.224,208.96,40,0.51478048,20.5912192,5.687470371,227.4988149,0.01926732,0.7706928
2019-07-02,6,70,394,27580,1.2356,86.492,70,0.01722656,1.2058592,0.018129852,1.26908967,1.04892672,73.4248704
2019-07-17,1,149,11.084,1651.516,1.5796,235.3604,149,0.03992864,5.94936736,0.730691195,108.8729881,0.33155664,49.40193936
2019-07-17,2,370,8.776,3247.12,4.494,1662.78,370,0.3974864,147.069968,4.872697361,1802.898023,0,0
2019-07-17,3,410,22.34,9159.4,3.488,1430.08,410,0.38424352,157.5398432,2.547138552,1044.326806,0.29194392,119.6970072
2019-07-17,4,650,29.84,19396,8.992,5844.8,650,0.07256288,47.165872,7.243034614,4707.972499,1.321332,858.8658
2019-07-17,5,1050,27.3,28665,1.8418,1933.89,1050,0.05506336,57.816528,0.743345973,780.5132717,0,0
2019-07-17,6,1210,15.01,18162.1,1.17,1415.7,1210,0.04323936,52.3196256,0.047333186,57.27315523,0.03880236,46.9508556
2019-07-31,1,100,9.88,988,1.2494,124.94,100,0.07445472,7.445472,0.528214748,52.8214748,0.0474846,4.74846
2019-07-31,2,570,8.704,4961.28,1.0924,622.668,570,0.20924832,119.2715424,0.772549307,440.3531049,0,0
2019-07-31,3,600,24.08,14448,3.158,1894.8,600,0.42775584,256.653504,1.087945311,652.7671866,0.83458392,500.750352
2019-07-31,4,280,28.4,7952,3.108,870.24,280,0.2910704,81.499712,1.283607647,359.4101411,3.36627084,942.5558352
2019-07-31,5,1820,17.648,32119.36,1.1316,2059.512,1820,0.047496,86.44272,0.239101744,435.1651745,0,0
2019-07-31,6,1370,8.558,11724.46,0.729,998.73,1370,0.0262128,35.911536,0.187509188,256.8875875,0,0
2019-08-13,1,1670,4.076,6806.92,0.3828,639.276,1670,0.02337504,39.0363168,0.081403742,135.9442494,0.05101176,85.1896392
2019-08-13,3,280,16.078,4501.84,2.108,590.24,280,0.11418336,31.9713408,1.584401984,443.6325556,0.02143788,6.0026064
2019-08-13,4,290,22.9,6641,2.672,774.88,290,0.213032,61.77928,1.411128871,409.2273725,0.04314348,12.5116092
2019-08-13,5,1500,17.914,26871,2.42,3630,1500,0.0640496,96.0744,0.655735972,983.6039579,4.94236872,7413.55308
2019-08-13,6,1120,8.192,9175.04,0.755,845.6,1120,0.06594144,73.8544128,0.234234522,262.3426646,6.57842832,7367.839718
2019-08-27,1,240,9.214,2211.36,0.7988,191.712,240,0.03850976,9.2423424,0,0,0.07353132,17.6475168
2019-08-27,2,570,10.684,6089.88,1.3498000000000001,769.386,570,0.153912,87.72984,0.364676079,207.8653651,0.0908958,51.810606
2019-08-27,3,500,24.74,12370,3.536,1768,500,0.15438496,77.19248,4.052083683,2026.041842,0.0339186,16.9593
2019-08-27,4,590,28.98,17098.2,2.918,1721.62,590,0.14019616,82.7157344,1.0811312,637.8674078,0,0
2019-08-27,5,1530,21.08,32252.4,1.403,2146.59,1530,0.02337504,35.7638112,0.465914303,712.8488832,0,0
2019-08-27,6,210,16.24,3410.4,2.028,425.88,210,0.0758736,15.933456,0.798832307,167.7547845,0.18911364,39.7138644
2019-09-10,1,2960,8.31,24597.6,0.64,1894.4,2960,0.01533472,45.3907712,0.11158052,330.2783401,0.12779532,378.2741472
2019-09-10,2,2780,6.566,18253.48,0.5966,1658.548,2780,0.05033376,139.9278528,0.156358965,434.6779237,0.39721608,1104.260702
2019-09-10,3,7850,12.038,94498.3,1.1852,9303.82,7850,0.02668576,209.483216,0.604143416,4742.525813,0.11043084,866.882094
2019-09-10,4,3110,15.036,46761.96,1.4918,4639.498,3110,0.08344096,259.5013856,0.583701082,1815.310365,0.12046968,374.6607048
2019-09-10,5,3210,9.644,30957.24,0.8382,2690.622,3210,0.0285776,91.734096,0.526267859,1689.319828,0,0
2019-09-10,6,3070,6.346,19482.22,0.7002,2149.614,3070,0.03519904,108.0610528,0.14857141,456.1142278,2.5775436,7913.058852
2019-09-26,1,1660,3.864,6414.24,0.5252,871.832,1660,0.0735088,122.024608,0.204057744,338.7358546,0.7434204,1234.077864
2019-09-26,2,1340,8.372,11218.48,1.0798,1446.932,1340,0.09148128,122.5849152,0.320871079,429.9672454,2.12498184,2847.475666
2019-09-26,3,640,11.734,7509.76,2.216,1418.24,640,0.0876976,56.126464,1.760595431,1126.781076,0.13919076,89.0820864
2019-09-26,4,760,23.22,17647.2,2.588,1966.88,760,0.4282288,325.453888,0.992547754,754.3362931,0.10364784,78.7723584
2019-09-26,5,4220,12.82,54100.4,1.1146,4703.612,4220,0.04891488,206.4207936,0.573966638,2422.13921,0,0
2019-09-26,6,1420,10.026,14236.92,1.113,1580.46,1420,0.05364448,76.1751616,0.350074412,497.1056655,0.39178968,556.3413456
2019-10-08,1,160,8.108,1297.28,1.3908,222.528,160,0.05443088,8.7089408,1.100853095,176.1364952,0.12597984,20.1567744
2019-10-08,2,370,9.786,3620.82,1.3566,501.942,370,0.05566622,20.5965014,0.590707289,218.561697,0.76528128,283.1540736
2019-10-08,3,100,18.19,1819,3.678,367.8,100,0.13905167,13.905167,2.753394376,275.3394376,0.25588848,25.588848
2019-10-08,4,90,24.7,2223,2.468,222.12,90,0.19917155,17.9254395,0.751097958,67.59881624,0.44724768,40.2522912
2019-10-08,5,570,17.428,9933.96,1.6426,936.282,570,0.0622547,35.485179,1.141209457,650.4893903,0.61300248,349.4114136
2019-10-08,6,160,17.364,2778.24,2.234,357.44,160,0.0910793,14.572688,0.691080805,110.5729287,2.14360656,342.9770496
2019-10-23,1,810,6.566,5318.46,0.834,675.54,810,0.03322421,26.9116101,0.587602954,475.9583924,0.06237312,50.5222272
2019-10-23,2,910,8.1,7371,1.015,923.65,910,0.04598939,41.8503449,0.484125103,440.5538433,0.25319328,230.4058848
2019-10-23,3,290,22.76,6600.4,3.416,990.64,290,0.09231464,26.7712456,2.586795035,750.1705603,0,0
2019-10-23,4,690,17.644,12174.36,1.9062,1315.278,690,0.14419892,99.4972548,0.636237544,439.0039051,0.29982024,206.8759656
2019-10-23,5,2380,15.81,37627.8,1.1804,2809.352,2380,0.022312040000000002,53.1026552,0.537933585,1280.281933,0,0
2019-10-23,6,440,21.24,9345.6,2.044,899.36,440,0.06781373,29.8380412,0.434455734,191.160523,0.49225752,216.5933088
2019-11-05,1,190,9.374,1781.06,1.2392,235.448,190,0,0,0.799732548,151.9491842,0,0
2019-11-05,2,530,9.67,5125.1,0.9826,520.778,530,0.06760784,35.8321552,0.313386648,166.0949236,0,0
2019-11-05,3,110,36.72,4039.2,6.18,679.8,110,0.08716739,9.5884129,5.392079577,593.1287534,1.0633704,116.970744
2019-11-05,4,350,25.54,8939,2.558,895.3,350,0.05937224,20.780284,0.859749702,300.9123956,0.10145352,35.508732
2019-11-05,5,1210,19.716,23856.36,1.4066,1701.986,1210,0.08037302,97.2513542,0.609333302,737.2932958,0.10172304,123.0848784
2019-11-05,6,360,22.52,8107.2,1.9096,687.456,360,0.06493127,23.3752572,0.336151776,121.0146392,0.0149376,5.377536
2019-11-20,1,150,10.362,1554.3,0.9742,146.13,150,0.03528311,5.2924665,0.317525762,47.62886436,0.54750912,82.126368
2019-11-20,2,550,8.108,4459.4,0.998,548.9,550,0.04310693,23.7088115,0.523446686,287.8956773,0.0580608,31.93344
2019-11-20,3,120,33.6,4032,4.644,557.28,120,0.11722733,14.0672796,3.807833678,456.9400413,0,0
2019-11-20,4,370,16.938,6267.06,2.27,839.9,370,0.0684314,25.319618,0.689011248,254.9341616,0.48551952,179.6422224
2019-11-20,5,1090,14.33,15619.7,1.6066,1751.194,1090,0.05731334,62.4715406,1.028418599,1120.976273,0,0
2019-11-20,6,480,10.566,5071.68,1.3396,643.008,480,0.04001858,19.2089184,0.68073302,326.7518494,0,0
2019-12-03,1,6750,8.55,57712.5,0.6446,4351.05,6750,0.01963547,132.5394225,0.240952153,1626.427031,0,0
2019-12-03,2,3160,5.84,18454.4,0.5504,1739.264,3160,0.02045903,64.6505348,0.180934999,571.7545971,0,0
2019-12-03,3,8340,10.018,83550.12,1.4076,11739.384,8340,0.02457683,204.9707622,0.856645366,7144.422355,0,0
2019-12-03,4,2520,7.724,19464.48,1.0758,2711.016,2520,0.04084214,102.9221928,0.462394754,1165.23478,0.15832224,398.9720448
2019-12-03,5,5830,11.032,64316.56,0.725,4226.75,5830,0.02807696,163.6886768,0.446873076,2605.270034,2.02232256,11790.14052
2019-12-03,6,2750,5.656,15554,0.8574,2357.85,2750,0.20534825,564.7076875,0.592776846,1630.136327,0.46126272,1268.47248
2019-12-17,1,120,11.1,1332,2.69,322.8,120,0.19670087,23.6041044,2.385013226,286.2015871,0,0
2019-12-17,2,550,11.79,6484.5,1.3854,761.97,550,0.04804829,26.4265595,0.558629155,307.2460354,0,0
2019-12-17,3,100,23.5,2350,10.942,1094.2,100,0.05690156,5.690156,12.17298315,1217.298315,0.07342344,7.342344
2019-12-17,4,440,16.296,7170.24,1.9214,845.416,440,0.0457835,20.14474,0.728332831,320.4664456,0,0
2019-12-17,5,580,20.24,11739.2,3.018,1750.44,580,0.0499013,28.942754,2.556786459,1482.936146,0,0
2019-12-17,6,230,12.84,2953.2,2.602,598.46,230,0.05278376,12.1402648,2.21530955,509.5211966,0,0
2019-12-31,1,780,10.334,8060.52,1.0962,855.036,780,0.03054764,23.8271592,0.483090324,376.8104528,0,0
2019-12-31,2,550,10.018,5509.9,1.3474,741.07,550,0.04866596,26.766278,1.190878825,654.9833538,1.00461504,552.538272
2019-12-31,3,640,20.82,13324.8,8.278,5297.92,640,0.11681555,74.761952,9.264220762,5929.101288,0.35022048,224.1411072
2019-12-31,4,2130,7.728,16460.64,0.8458,1801.554,2130,0.04393049,93.5719437,0.412725385,879.1050708,0.17072016,363.6339408
2019-12-31,5,1350,13.064,17636.4,2.328,3142.8,1350,0.07275509,98.2193715,2.24324857,3028.38557,0,0
2019-12-31,6,870,12.704,11052.48,1.3704,1192.248,870,0.03631256,31.5919272,0.595881182,518.4166281,0.08609088,74.8990656
2020-01-14,1,760,8.522,6476.72,1.4316,1088.016,760,0.05587211,42.4628036,0.980818788,745.4222785,0,0
2020-01-14,2,600,9.134,5480.4,1.4918,895.08,600,0.07584344,45.506064,1.15259202,691.5552121,0,0
2020-01-14,3,450,21.28,9576,5.428,2442.6,450,0.03837146,17.267157,5.343444987,2404.550244,0,0
2020-01-14,4,880,9.86,8676.8,1.1294,993.872,880,0.03919502,34.4916176,0.45101219,396.8907274,0,0
2020-01-14,5,1000,18.954,18954,2.816,2816,1000,0.04722473,47.22473,2.154257618,2154.257618,2.65650312,2656.50312
2020-01-14,6,860,11.202,9633.72,1.1514,990.204,860,0.02684162,23.0837932,0.642446215,552.5037446,0,0
2020-01-28,1,6920,7.95,55014,0.6562,4540.904,6920,0.02128259,147.2755228,0.267856394,1853.566246,0,0
2020-01-28,2,4150,5.696,23638.4,0.694,2880.1,4150,0.02416505,100.2849575,0.475846874,1974.764529,0,0
2020-01-28,3,4200,8.63,36246,1.4986,6294.12,4200,0.02272382,95.440044,2.640603518,11090.53478,0.02086704,87.641568
2020-01-28,4,2450,9.098,22290.1,1.3002,3185.49,2450,0.0334301,81.903745,0.713845932,1748.922533,0.01817184,44.521008
2020-01-28,5,1410,13.506,19043.46,1.4882,2098.362,1410,0.03775379,53.2328439,1.022209928,1441.315998,0.10064496,141.9093936
2020-01-28,6,1030,7.482,7706.46,0.9926,1022.378,1030,0.02951819,30.4037357,0.633133208,652.1272043,1.13021136,1164.117701
2020-02-11,1,60,11.9,714,3.556,213.36,60,0.11854746,7.1128476,3.314364883,198.861893,0.263,15.78
2020-02-11,2,150,9.694,1454.1,3.424,513.6,150,0.07785326,11.677989,2.123071937,318.4607905,0.017,2.55
2020-02-11,3,,,,,,10,0.03715906,0.3715906,3.306277776,33.06277776,1.025,10.25
2020-02-11,4,200,11.252,2250.4,2.11,422,200,0.04486954,8.973908,0.985278309,197.0556618,0.049,9.8
2020-02-11,5,180,14.812,2666.16,2.89,520.2,180,0.0838503,15.093054,1.649043099,296.8277578,2.147,386.46
2020-02-11,6,330,9.442,3115.86,4.838,1596.54,330,0.04572626,15.0896658,3.103478037,1024.147752,5.318,1754.94
2020-02-25,1,490,8.156,3996.44,0.8922,437.178,490,0.04251356,20.8316444,0.183410629,89.8712082,0,0
2020-02-25,2,930,8.286,7705.98,1.4696,1366.728,930,0.0356598,33.163614,0.673613679,626.4607217,0,0
2020-02-25,3,550,19.23,10576.5,3.622,1992.1,550,0.04401282,24.207051,2.119961511,1165.978831,0.014,7.7
2020-02-25,4,1210,10.96,13261.6,1.3246,1602.766,1210,0.022809,27.59889,0.410471687,496.6707407,0.016,19.36
2020-02-25,5,680,15.928,10831.04,1.365,928.2,680,0.04594044,31.2394992,0.396785815,269.8143539,0,0
2020-02-25,6,1950,8.344,16270.8,0.8244,1607.58,1950,0.03930086,76.636677,0.287298839,560.2327358,0,0
2020-03-10,1,460,8.736,4018.56,0.7548,347.208,460,0.0517233,23.792718,0.212026543,97.53220982,0.072,33.12
2020-03-10,2,770,7.986,6149.22,1.1662,897.974,770,0.02623588,20.2016276,0.459616409,353.9046346,0.11,84.7
2020-03-10,3,140,27,3780,8.908,1247.12,140,0.0827794,11.589116,7.119037288,996.6652203,4.139,579.46
2020-03-10,4,580,11.162,6473.96,1.2158,705.164,580,0.04508372,26.1485576,0.424779644,246.3721933,0,0
2020-03-10,5,380,21.64,8223.2,1.5444,586.872,380,0.11233624,42.6877712,0.351995688,133.7583615,0.637,242.06
2020-03-10,6,1010,11.264,11376.64,1.3886,1402.486,1010,0.03266128,32.9878928,0.542353725,547.7772627,0.012,12.12
2020-03-20,1,460,8.412,3869.52,0.638,293.48,460,0.03094784,14.2360064,0.259927095,119.5664637,0.04,18.4
2020-03-20,2,2520,4.178,10528.56,0.442,1113.84,2520,0.0420852,106.054704,0.171591012,432.409351,0.884,2227.68
2020-03-20,3,980,9.256,9070.88,2.552,2500.96,980,0.03330382,32.6377436,1.604252973,1572.167913,4.97,4870.6
2020-03-20,4,1100,9.216,10137.6,1.4406,1584.66,1100,0.04701134,51.712474,0.624468957,686.9158529,0.577,634.7
2020-03-20,5,950,13.202,12541.9,0.954,906.3,950,0.02366572,22.482434,0.256194584,243.3848552,0,0
2020-03-20,6,1000,9,9000,0.9736,973.6,1000,0.02130974,21.30974,0.32897854,328.9785398,0,0
2020-04-15,1,3950,6.368,25153.6,0.751,2966.45,3950,0.02195228,86.711506,0.333955221,1319.123121,0,0
2020-04-15,2,9260,8.282,76691.32,0.5902,5465.252,9260,0.01724032,159.6453632,0.207049862,1917.281726,0.026,240.76
2020-04-15,3,1360,15.392,20933.12,5.47,7439.2,1360,0.04080012,55.4881632,3.711877255,5048.153066,0.025,34
2020-04-15,4,2060,7.332,15103.92,1.61,3316.6,2060,0.03908668,80.5185608,0.739554699,1523.482679,0.234,482.04
2020-04-15,5,2750,8.676,23859,0.9978,2743.95,2750,0.04486954,123.391235,0.444686366,1222.887508,0.077,211.75
2020-04-15,6,6930,9.508,65890.44,0.6874,4763.682,6930,0,0,0.177189778,1227.925162,0,0
2020-04-29,1,50,9.95,497.5,2.842,142.1,50,0.06286066,3.143033,1.650909354,82.54546771,0.07,3.5
2020-04-29,2,260,6.84,1778.4,2.206,573.56,260,0.01788286,4.6495436,1.342977235,349.1740811,0,0
2020-04-29,3,20,22.92,458.4,12.542,250.84,20,0.18837014,3.7674028,8.383114189,167.6622838,0.159,3.18
2020-04-29,4,50,12.504,625.2,5.952,297.6,50,0.04808224,2.404112,3.752312785,187.6156393,0.082,4.1
2020-04-29,5,290,14.43,4184.7,1.7298,501.642,290,0.044227,12.82583,0.720892146,209.0587223,0.108,31.32
2020-04-29,6,190,27.18,5164.2,2.166,411.54,190,0.06478828,12.3097732,0.779990229,148.1981436,0.369,70.11
2020-05-12,1,3460,6.784,23472.64,0.7852,2716.792,3460,0.022809,78.91914,0.320269349,1108.131946,0,0
2020-05-12,2,2780,5.85,16263,1.1676,3245.928,2780,0,0,0.673613679,1872.646028,0.02,55.6
2020-05-12,3,950,13.23,12568.5,6.85,6507.5,950,0.03801578,36.114991,4.732718886,4496.082942,0,0
2020-05-12,4,750,10.212,7659,4.61,3457.5,750,0.03009112,22.56834,2.859620682,2144.715512,0.343,257.25
2020-05-12,5,2260,8.59,19413.4,1.2084,2730.984,2260,0.0163836,37.026936,0.57470215,1298.826859,0.022,49.72
2020-05-12,6,500,27.8,13900,1.1002,550.1,500,0.04294192,21.47096,0.345774837,172.8874186,0.515,257.5
2020-06-01,1,540,6.578,3552.12,0.9656,521.424,540,0.02409408,13.0108032,0.504406535,272.3795289,0,0
2020-06-01,2,990,5.012,4961.88,1.374,1360.26,990,0.018097039999999998,17.9160696,0.643753595,637.316059,0.026,25.74
2020-06-01,3,200,18.974,3794.8,10.966,2193.2,200,0.06178976,12.357952,7.230390519,1446.078104,0.012,2.4
2020-06-01,4,150,16.374,2456.1,8.31,1246.5,150,0.05258002,7.887003,5.398349931,809.7524897,0.078,11.7
2020-06-01,5,950,9.58,9101,1.1704,1111.88,950,0.05086658,48.323251,0.526801598,500.4615183,0,0
2020-06-01,6,510,16.142,8232.42,0.7616,388.416,510,0.03287546,16.7664846,0.058371526,29.7694783,0.05,25.5
2020-06-16,1,690,9.27,6396.3,1.0456,721.464,690,0.065,44.85,0.66501508,458.860405,0,0
2020-06-16,2,970,8.7,8439,1.6412,1591.964,970,0.018,17.46,1.426109436,1383.326153,0,0
2020-06-16,3,460,20.82,9577.2,8.922,4104.12,460,0.065,29.9,9.444851357,4344.631624,0.05,23
2020-06-16,4,920,9.392,8640.64,3.38,3109.6,920,0.052,47.84,3.418354158,3144.885825,0.159,146.28
2020-06-16,5,670,24.24,16240.8,2.196,1471.32,670,0.058,38.86,1.427401982,956.3593279,0,0
2020-06-16,6,410,27.14,11127.4,2.396,982.36,410,0.068,27.88,0.616329168,252.6949591,0.274,112.34
2020-06-30,1,130,8.488,1103.44,1.0594,137.722,130,0.062,8.06,0.755708746,98.24213701,0,0
2020-06-30,2,47,12.2,573.4,1.8896,88.8112,47,0.047,2.209,1.108143042,52.08272296,0,0
2020-06-30,3,140,32.74,4583.6,11.758,1646.12,140,0.107,14.98,8.7632486,1226.854804,2.643,370.02
2020-06-30,4,550,11.602,6381.1,1.9798,1088.89,550,0.113,62.15,1.464885825,805.6872038,0.167,91.85
2020-06-30,5,120,66.78,8013.6,5.424,650.88,120,0.113,13.56,1.938819474,232.6583369,2.038,244.56
2020-06-30,6,430,29.94,12874.2,2.666,1146.38,430,0.054,23.22,0.869883671,374.0499785,0.6,258
2020-07-14,1,830,10.476,8695.08,0.8078,670.474,830,0.056,46.48,0.302240414,250.8595433,0.023,19.09
2020-07-14,2,1060,9.59,10165.4,1.2902,1367.612,1060,0.036,38.16,0.802886687,851.059888,0,0
2020-07-14,3,1070,22.28,23839.6,4.902,5245.14,1070,0.055,58.85,4.18763464,4480.769065,0.067,71.69
2020-07-14,4,1390,9.998,13897.22,1.8302,2543.978,1390,0.057,79.23,1.489013356,2069.728565,0.039,54.21
2020-07-14,5,680,31.48,21406.4,2.756,1874.08,680,0.065,44.2,1.317320121,895.777682,0.155,105.4
2020-07-14,6,1210,16.394,19836.74,1.455,1760.55,1210,0.045,54.45,0.459284791,555.7345972,0.242,292.82
2020-07-28,1,130,7.352,955.76,0.9928,129.064,130,0.068,8.84,0.875484705,113.8130116,0,0
2020-07-28,2,630,13.24,8341.2,1.363,858.69,630,0.056,35.28,0.43860405,276.3205515,0,0
2020-07-28,3,300,38.34,11502,10.52,3156,300,0.109,32.7,13.21930202,3965.790607,0.019,5.7
2020-07-28,4,300,19.16,5748,2.846,853.8,300,0.15,45,2.162429987,648.7289961,0.352,105.6
2020-07-28,5,120,35.36,4243.2,3.208,384.96,120,0.131,15.72,2.085523481,250.2628178,0.288,34.56
2020-07-28,6,630,21.52,13557.6,1.8192,1146.096,630,0.082,51.66,0.616329168,388.2873761,0.207,130.41
2020-08-11,1,,,,,,,0.035,0,0.446143903,0,0,0
2020-08-11,2,2560,4.888,12513.28,0.4406,1127.936,2560,0,0,0.145411461,372.2533391,0,0
2020-08-11,3,1980,16.278,32230.44,2.042,4043.16,1980,0.029,57.42,1.680956484,3328.293839,0,0
2020-08-11,4,1140,16.56,18878.4,1.4642,1669.188,1140,0.054,61.56,0.530159414,604.381732,0.016,18.24
2020-08-11,5,1100,15.994,17593.4,1.0458,1150.38,1100,0.024,26.4,0.362343817,398.5781991,0,0
2020-08-11,6,1420,9.234,13112.28,0.8032,1140.544,1420,0.03,42.6,0.228565274,324.5626885,0.106,150.52
2020-08-31,1,260,10.136,2635.36,2.096,544.96,260,0.069,17.94,1.505816458,391.5122792,0.347,90.22
2020-08-31,2,2010,5.68,11416.8,0.6706,1347.906,2010,0,0,0.278759156,560.3059026,0,0
2020-08-31,3,2080,15.812,32888.96,3.128,6506.24,2080,0.035,72.8,2.792761741,5808.944421,0.229,476.32
2020-08-31,4,2270,14.856,33723.12,1.4734,3344.618,2270,0.071,161.17,0.764110297,1734.530375,0.119,270.13
2020-08-31,5,570,24.74,14101.8,2.012,1146.84,570,0.036,20.52,1.048039638,597.3825937,0,0
2020-08-31,6,2350,10.022,23551.7,1.702,3999.7,2350,0.043,101.05,1.609651012,3782.679879,0.07,164.5
2020-09-08,1,220,10.674,2348.28,1.2302,270.644,220,0.043,9.46,0.826583369,181.8483412,0.013,2.86
2020-09-08,2,1880,4.794,9012.72,0.5696,1070.848,1880,0.012,22.56,0.21757863,409.0478242,0,0
2020-09-08,3,1350,11.808,15940.8,1.941,2620.35,1350,0.031,41.85,1.61051271,2174.192159,0.107,144.45
2020-09-08,4,1260,16.824,21198.24,1.5386,1938.636,1260,0.067,84.42,0.622361051,784.1749246,0.102,128.52
2020-09-08,5,270,25.8,6966,2.472,667.44,270,0.057,15.39,1.372899612,370.6828953,0.018,4.86
2020-09-08,6,930,12.67,11783.1,1.0784,1002.912,930,0.036,33.48,0.495260664,460.5924171,0.01,9.3
2020-09-22,1,16,12.892,206.272,1.4256,22.8096,16,0.063,1.008,0.662645411,10.60232658,0.186,2.976
2020-09-22,2,640,6.9,4416,0.5608,358.912,640,0.011,7.04,0.040930633,26.19560534,0,0
2020-09-22,3,260,27.78,7222.8,3.544,921.44,260,0.238,61.88,2.74213701,712.9556226,0,0
2020-09-22,4,530,16.192,8581.76,1.6816,891.248,530,0.099,52.47,0.978026713,518.3541577,0,0
2020-09-22,5,25,25.18,629.5,1.9046,47.615,25,0.151,3.775,0.310211116,7.755277897,0.126,3.15
2020-09-22,6,250,19.442,4860.5,1.8112,452.8,250,0.073,18.25,1.043515726,260.8789315,0,0
2020-10-06,1,8200,6.934,56858.8,0.714,5854.8,8200,0.018,147.6,0.344248169,2822.834985,0.145,1189
2020-10-06,2,1760,6.046,10640.96,0.6066,1067.616,1760,0.015,26.4,0.284575614,500.8530806,0,0
