date,plot,rootmortalityLength_mm.cm2.day_0-10,rootmortalityLength_mm.cm2.day_10-20,rootmortalityLength_mm.cm2.day_20-30,rootmortalityLength_mm.cm2.day_30-40,rootmortalityLength_mm.cm2.day_40-50,rootmortalityLength_mm.cm2.day_50-60,rootmortalityLength_mm.cm2.day_60-70,rootmortalityLength_mm.cm2.day_70-80,rootmortalityLength_mm.cm2.day_80-90,rootmortalityLength_mm.cm2.day_90-100,rootmortalityLength_mm.cm2.day_100-110,rootmortalityLength_mm.cm2.day_110-120,rootlength_mm.cm2_0-10,rootlength_mm.cm2_10-20,rootlength_mm.cm2_20-30,rootlength_mm.cm2_30-40,rootlength_mm.cm2_40-50,rootlength_mm.cm2_50-60,rootlength_mm.cm2_60-70,rootlength_mm.cm2_70-80,rootlength_mm.cm2_80-90,rootlength_mm.cm2_90-100,rootlength_mm.cm2_100-110,rootlength_mm.cm2_110-120,rootgrowthSA_m2.m2.day_0-10,rootgrowthSA_m2.m2.day_10-20,rootgrowthSA_m2.m2.day_20-30,rootgrowthSA_m2.m2.day_30-40,rootgrowthSA_m2.m2.day_40-50,rootgrowthSA_m2.m2.day_50-60,rootgrowthSA_m2.m2.day_60-70,rootgrowthSA_m2.m2.day_70-80,rootgrowthSA_m2.m2.day_80-90,rootgrowthSA_m2.m2.day_90-100,rootgrowthSA_m2.m2.day_100-110,rootgrowthSA_m2.m2.day_110-120,rootmortalitySA_m2.m2.day_0-10,rootmortalitySA_m2.m2.day_10-20,rootmortalitySA_m2.m2.day_20-30,rootmortalitySA_m2.m2.day_30-40,rootmortalitySA_m2.m2.day_40-50,rootmortalitySA_m2.m2.day_50-60,rootmortalitySA_m2.m2.day_60-70,rootmortalitySA_m2.m2.day_70-80,rootmortalitySA_m2.m2.day_80-90,rootmortalitySA_m2.m2.day_90-100,rootmortalitySA_m2.m2.day_100-110,rootmortalitySA_m2.m2.day_110-120,SA_m2.m2_0-10,SA_m2.m2_10-20,SA_m2.m2_20-30,SA_m2.m2_30-40,SA_m2.m2_40-50,SA_m2.m2_50-60,SA_m2.m2_60-70,SA_m2.m2_70-80,SA_m2.m2_80-90,SA_m2.m2_90-100,SA_m2.m2_100-110,SA_m2.m2_110-120,rootstock_g.m2_0-10,rootstock_g.m2_10-20,rootstock_g.m2_20-30,rootstock_g.m2_30-40,rootstock_g.m2_40-50,rootstock_g.m2_50-60,rootstock_g.m2_60-70,rootstock_g.m2_70-80,rootstock_g.m2_80-90,rootstock_g.m2_90-100,rootstock_g.m2_100-110,rootstock_g.m2_110-120,rootgrowth_g.m2.day_0-10,rootgrowth_g.m2.day_10-20,rootgrowth_g.m2.day_20-30,rootgrowth_g.m2.day_30-40,rootgrowth_g.m2.day_40-50,rootgrowth_g.m2.day_50-60,rootgrowth_g.m2.day_60-70,rootgrowth_g.m2.day_70-80,rootgrowth_g.m2.day_80-90,rootgrowth_g.m2.day_90-100,rootgrowth_g.m2.day_100-110,rootgrowth_g.m2.day_110-120,rootmortality_g.m2.day_0-10,rootmortality_g.m2.day_10-20,rootmortality_g.m2.day_20-30,rootmortality_g.m2.day_30-40,rootmortality_g.m2.day_40-50,rootmortality_g.m2.day_50-60,rootmortality_g.m2.day_60-70,rootmortality_g.m2.day_70-80,rootmortality_g.m2.day_80-90,rootmortality_g.m2.day_90-100,rootmortality_g.m2.day_100-110,rootmortality_g.m2.day_110-120
2017-07-11,3,1.22143843537415,0,0,0,0,0,0,0,0,0,0,0,1536.950499999994,0,0,0,0,0,0,0,0,0,0,0,0.01647197260708045,0,0,0,0,0,0,0,0,0,0,0,0.02256682542116735,0,0,0,0,0,0,0,0,0,0,0,19.81734055485353,0,0,0,0,0,0,0,0,0,0,0,702.87665158919,0,0,0,0,0,0,0,0,0,0,0,2.093438583046975,0,0,0,0,0,0,0,0,0,0,0,0.646663724736045,0,0,0,0,0,0,0,0,0,0,0
2017-07-24,3,4.647308128379549,0,0,0,0,0,0,0,0,0,0,0,1538.1522091836687,0,0,0,0,0,0,0,0,0,0,0,0.0143503116663143,0,0,0,0,0,0,0,0,0,0,0,0.13495690741261254,0,0,0,0,0,0,0,0,0,0,0,18.694556338893953,0,0,0,0,0,0,0,0,0,0,0,632.843990646683,0,0,0,0,0,0,0,0,0,0,0,1.487368744014975,0,0,0,0,0,0,0,0,0,0,0,8.235302561853452,0,0,0,0,0,0,0,0,0,0,0
2017-08-06,3,0.73088356881214,0,0,0,0,0,0,0,0,0,0,0,1539.8795473355972,0,0,0,0,0,0,0,0,0,0,0,0.0407933886418582,0,0,0,0,0,0,0,0,0,0,0,0.00854186464936915,0,0,0,0,0,0,0,0,0,0,0,19.18573533963049,0,0,0,0,0,0,0,0,0,0,0,668.5818566419629,0,0,0,0,0,0,0,0,0,0,0,3.011286944702836,0,0,0,0,0,0,0,0,0,0,0,0.1206962411217795,0,0,0,0,0,0,0,0,0,0,0
2017-08-22,3,5.991156997984357,0,0,0,0,0,0,0,0,0,0,0,1366.5243205782292,0,0,0,0,0,0,0,0,0,0,0,0.01740056959654215,0,0,0,0,0,0,0,0,0,0,0,0.08125547651850606,0,0,0,0,0,0,0,0,0,0,0,16.818472110142565,0,0,0,0,0,0,0,0,0,0,0,586.0733355566048,0,0,0,0,0,0,0,0,0,0,0,0.7177803355362552,0,0,0,0,0,0,0,0,0,0,0,1.6428447784113676,0,0,0,0,0,0,0,0,0,0,0
2017-09-21,3,3.6680755318000138,0,0,0,0,0,0,0,0,0,0,0,1311.5963988095223,0,0,0,0,0,0,0,0,0,0,0,0.01891498648008935,0,0,0,0,0,0,0,0,0,0,0,0.055230915747071355,0,0,0,0,0,0,0,0,0,0,0,15.32422281787192,0,0,0,0,0,0,0,0,0,0,0,335.31319987639057,0,0,0,0,0,0,0,0,0,0,0,0.536682199950405,0,0,0,0,0,0,0,0,0,0,0,1.5057257972741875,0,0,0,0,0,0,0,0,0,0,0
2017-10-20,3,11.080434958427784,0,0,0,0,0,0,0,0,0,0,0,1358.9222242063443,0,0,0,0,0,0,0,0,0,0,0,0.09737507210911665,0,0,0,0,0,0,0,0,0,0,0,0.10532696884845205,0,0,0,0,0,0,0,0,0,0,0,15.508176681687054,0,0,0,0,0,0,0,0,0,0,0,327.6627452893965,0,0,0,0,0,0,0,0,0,0,0,3.205575221383185,0,0,0,0,0,0,0,0,0,0,0,1.8095304995908268,0,0,0,0,0,0,0,0,0,0,0
2017-11-05,3,2.94651127488032,0,0,0,0,0,0,0,0,0,0,0,1509.9478619614497,358.95867403628,0,0,0,0,0,0,0,0,0,0,0.1312038930563769,0.242207462421154,0,0,0,0,0,0,0,0,0,0,0.024551945869709803,0,0,0,0,0,0,0,0,0,0,0,17.720139031409502,4.35973432358077,0,0,0,0,0,0,0,0,0,0,371.66475218553705,79.275084849777,0,0,0,0,0,0,0,0,0,0,4.924637659390765,8.01525687394095,0,0,0,0,0,0,0,0,0,0,0.2734475110044235,0,0,0,0,0,0,0,0,0,0,0
2017-11-22,3,0.7763072184429315,0,0,0,0,0,0,0,0,0,0,0,1757.1228860544184,607.7872063492044,67.76258446712,0,0,0,0,0,0,0,0,0,0.19296337517422452,0.10539992726970625,0.03718591054676315,0,0,0,0,0,0,0,0,0,0.00980329678408859,0,0,0,0,0,0,0,0,0,0,0,21.395921368078113,6.352056924981035,0.557788658201445,0,0,0,0,0,0,0,0,0,452.3086067860055,99.61886909995539,5.35367130973915,0,0,0,0,0,0,0,0,0,9.02334999791149,3.55282192208642,0.98342923212285,0,0,0,0,0,0,0,0,0,0.2097212815180072,0,0,0,0,0,0,0,0,0,0,0
2017-12-05,3,19.689033926391026,1.651591073608925,0,0,0,0,0,0,0,0,0,0,1763.4067437641702,655.4388151927401,219.4615518707475,43.22550085034,0,0,0,0,0,0,0,0,0.17003943393819249,0.026073717532470203,0.0765096893983445,0.0284486182117369,0,0,0,0,0,0,0,0,0.19299061637466752,0.00986939001674335,0,0,0,0,0,0,0,0,0,0,21.797916850602917,6.7258005178329245,1.592779680470815,0.3698320367525795,0,0,0,0,0,0,0,0,475.801832354429,103.9776285417026,14.1706240768215,3.58657728124275,0,0,0,0,0,0,0,0,7.271757655789084,1.011148158158631,1.98366522836396,0.75861579845171,0,0,0,0,0,0,0,0,2.5165982911823934,0.0620633296399535,0,0,0,0,0,0,0,0,0,0
2017-12-20,3,5.642907785336337,0,0,0,0,0,0,0,0,0,0,0,2001.233680272107,729.6233100906995,238.672959183673,43.22550085034,92.476102040816,15.4752307256235,0,0,0,0,0,0,0.21476997067556353,0.0266471957884785,0.00953996022383575,0,0.0605038086432795,0.00413561035086834,0,0,0,0,0,0,0.04374342481137715,0,0,0,0,0,0,0,0,0,0,0,25.167233840404762,7.215970938542981,1.735879083828355,0.3698320367525795,0.907557129649192,0.0620341552630251,0,0,0,0,0,0,552.1737317994505,107.64571969250994,15.3501333160104,3.58657728124275,11.9442056484643,0.24093654937659,0,0,0,0,0,0,9.076395752365066,0.7854077242956461,0.2392413960026055,0,1.77833284658416,0.0783123343480253,0,0,0,0,0,0,0.456846093359902,0,0,0,0,0,0,0,0,0,0,0
2018-01-03,3,9.230403709102664,0,1.37224337949465,0,0,0,0,0,0,0,0,0,2225.8739960317425,735.983365929704,237.8501751700675,63.9585345804985,92.476102040816,15.4752307256235,0,0,0,0,0,0,0.22740428754804948,0,0.0081631447595579,0.0121973569810063,0,0,0,0,0,0,0,0,0.10066611260735664,0,0.0102213859541097,0,0,0,0,0,0,0,0,0,27.992867922604177,7.266330635511441,1.70706370710463,0.54059503448667,0.907557129649192,0.0620341552630251,0,0,0,0,0,0,606.431115005745,108.191018896938,14.93076892976475,5.2074556141609,11.9442056484643,0.24093654937659,0,0,0,0,0,0,10.027292718547184,0.09751714668096975,0.188831548915417,0.321656898612164,0,0,0,0,0,0,0,0,1.9369482155245445,0,0.0842506599420665,0,0,0,0,0,0,0,0,0
2018-01-18,3,13.28989397203321,0,0,0,0,0,0,0,0,0,0,0,2290.1646714852523,746.4282740929694,237.8501751700675,63.9585345804985,92.476102040816,15.4752307256235,0,0,0,0,0,0,0.19553279366772702,0.0050597905707218,0,0,0,0,0,0,0,0,0,0,0.18950129857673198,0,0,0,0,0,0,0,0,0,0,0,28.530182401744405,7.39055406731422,1.70706370710463,0.54059503448667,0.907557129649192,0.0620341552630251,0,0,0,0,0,0,620.64117754319,110.26177569107405,14.93076892976475,5.2074556141609,11.9442056484643,0.24093654937659,0,0,0,0,0,0,7.840783642921015,0.2682397979147075,0,0,0,0,0,0,0,0,0,0,3.968700702286015,0,0,0,0,0,0,0,0,0,0,0
2018-01-31,3,6.60397597244025,1.909511185243325,0,0,0,0,0,0,0,0,0,0,2467.580846655327,780.539595804989,241.14676133786801,63.9585345804985,124.646871882086,15.4752307256235,0,0,0,0,0,0,0.1917725871466421,0.0322633733504026,0.001397072116927495,0,0.019532034576659,0,0,0,0,0,0,0,0.07108484847628285,0.0090427457365146,0,0,0,0,0,0,0,0,0,0,30.444022946810804,7.705786891284145,1.725225644624685,0.54059503448667,1.16147357914576,0.0620341552630251,0,0,0,0,0,0,650.3991135832365,113.52032537036581,15.0343104746921,5.2074556141609,14.2685503268693,0.24093654937659,0,0,0,0,0,0,6.7874287744585,0.8498854092052488,0.03053972953279915,0,0.506935823935711,0,0,0,0,0,0,0,1.086720825355556,0.0457800130075051,0,0,0,0,0,0,0,0,0,0
2018-02-15,3,2.78272004913076,0,0,0,0,0,0,0,0,0,0,0,2681.9201210317374,785.4474546485264,241.14676133786801,63.9585345804985,129.256601473923,15.4752307256235,0,0,0,0,0,0,0.12381745046420775,0.00191617685219129,0,0,0.00145181938982524,0,0,0,0,0,0,0,0.02495512978604275,0,0,0,0,0,0,0,0,0,0,0,32.316274109499204,7.746971846132794,1.725225644624685,0.54059503448667,1.18325086999313,0.0620341552630251,0,0,0,0,0,0,672.9619067117045,113.9387917749315,15.0343104746921,5.2074556141609,14.3716769931568,0.24093654937659,0,0,0,0,0,0,4.21213044253871,0.0738013051988095,0,0,0.0296081792935544,0,0,0,0,0,0,0,0.27437006917857154,0,0,0,0,0,0,0,0,0,0,0
2018-02-27,3,26.08002602040815,0.741682482993195,0,0,0,0,0,0,0,0,0,0,3119.4947766439827,812.1918673469386,275.2101530612235,63.9585345804985,140.821257369614,15.4752307256235,0,0,0,0,0,0,0.48718088279167504,0.017427896204744484,0.0275147199695615,0,0,0,0,0,0,0,0,0,0.27348889009753197,0.0042027368694493,0,0,0,0,0,0,0,0,0,0,35.653823429589686,7.929689117053551,2.0003728443203,0.54059503448667,1.32295802464725,0.0620341552630251,0,0,0,0,0,0,719.228781688674,115.51490581049924,17.6710918293596,5.2074556141609,16.4868115224768,0.24093654937659,0,0,0,0,0,0,17.755469420957155,0.551241687354483,0.72629468934513,0,0.43846217444724,0,0,0,0,0,0,0,4.15423442458565,0.024787283550501,0,0,0,0,0,0,0,0,0,0
2018-03-16,3,8.901646447467872,0.2361462585034015,0.364494059429326,0,0,0,0,0,0,0,0,0,3372.212516439902,936.767768424032,270.3046524943305,63.9585345804985,149.312555555555,15.4752307256235,0,0,0,0,0,0,0.16436952111238876,0.0459291709946703,0,0,0.00267186251448378,0,0,0,0,0,0,0,0.0802819202195239,8.616437075342e-4,0.003461063046814125,0,0,0,0,0,0,0,0,0,39.06504871114254,8.974499315908325,1.951748409592305,0.54059503448667,1.31863662998887,0.0620341552630251,0,0,0,0,0,0,786.3986493674529,125.78963740090691,17.11088303716345,5.2074556141609,15.5739058579097,0.24093654937659,0,0,0,0,0,0,7.187528766662835,1.18029003579476,0.0390798910693344,0,0,0,0,0,0,0,0,0,1.0468685330312935,0.00298744774961812,0.03806307428660325,0,0,0,0,0,0,0,0,0
2018-04-04,3,16.061324202299907,7.31159483317135,0,0,0,0,0,0,0,0,0,0,3715.9628151927373,1173.916780045347,299.089070861677,85.3550119047615,149.312555555555,31.5427035147391,0,0,0,0,0,0,0.2871512967301223,0.237541544649388,0.003674771418376035,0.0122429649365702,0,0,0,0,0,0,0,0,0.16429663630427133,0.0428867540070597,0,0,0,0,0,0,0,0,0,0,42.55347546682964,12.310961875437526,2.10465997843106,0.71199654359865,1.31863662998887,0.126442377625361,0,0,0,0,0,0,835.0106764690904,207.8698628654124,17.9928086407071,6.92877175727955,15.5739058579097,0.491093818088704,0,0,0,0,0,0,12.735725411041155,9.74666157642925,0.238136815701663,0.326880556909704,0,0.0871171849319172,0,0,0,0,0,0,2.747049685684668,0.27509474968028,0,0,0,0,0,0,0,0,0,0
2018-04-18,3,14.938957665208928,2.620877895205695,0,0,0,0,0,0,0,0,0,0,4649.130322845797,1468.176738095237,422.05371967120095,85.3550119047615,149.312555555555,31.5427035147391,0,0,0,0,0,0,0.656910031800735,0.1785497103336735,0.072195631107066,0,0,0,0,0,0,0,0,0,0.10232551824671365,0.0134008699449531,0,0,0,0,0,0,0,0,0,0,52.23246420477663,15.016045673291325,3.3286124026876402,0.71199654359865,1.31863662998887,0.126442377625361,0,0,0,0,0,0,987.3132297995284,240.7999958734744,33.45591010355915,6.92877175727955,15.5739058579097,0.491093818088704,0,0,0,0,0,0,24.089955339073843,5.7944278667243,2.54826169737873,0,0,0,0,0,0,0,0,0,0.8022089804679504,0.070234714199114,0,0,0,0,0,0,0,0,0,0
2018-05-02,3,27.056568816812373,1.969431243926135,0,0,0,0,0,0,0,0,0,0,4699.904648242617,1712.345674319723,454.531813208616,105.390851190476,182.09796031746,31.5427035147391,0,0,0,0,0,0,0.30336794298039893,0.115031537007592,0.01749651181180975,0.00946531595365975,0.0160740209517288,0,0,0,0,0,0,0,0.3064095938508695,0.0167317467556235,0,0,0,0,0,0,0,0,0,0,52.985138760310534,17.179606168590183,3.62194088856838,0.84451096694989,1.63346607305331,0.126442377625361,0,0,0,0,0,0,1008.5670840817149,266.25737078838097,36.84205245818825,7.8706490018796,19.3457175332687,0.491093818088704,0,0,0,0,0,0,12.326049081129465,4.785685839426079,0.5894573649682879,0.224704937248734,0.642465804526945,0,0,0,0,0,0,0,5.836240476904484,0.163377415177549,0,0,0,0,0,0,0,0,0,0
2018-05-16,3,11.338522108843529,5.0481848275024,0,0,0,0,0,0,0,0,0,0,4794.953402210877,1821.071956065753,469.57127749432993,105.390851190476,182.09796031746,31.5427035147391,0,0,0,0,0,0,0.13662701774480474,0.07107111257783746,0.002897360742780165,0,0,0,0,0,0,0,0,0,0.07305144774465365,0.0338307549416656,0,0,0,0,0,0,0,0,0,0,54.921671068404635,18.067617605485196,3.721433954489,0.84451096694989,1.63346607305331,0.126442377625361,0,0,0,0,0,0,1061.9327070477893,276.6516798729332,37.6910861103959,7.8706490018796,19.3457175332687,0.491093818088704,0,0,0,0,0,0,7.18852342917659,2.581167689424419,0.1778441267848495,0,0,0,0,0,0,0,0,0,0.5730048025667225,0.2607998538239945,0,0,0,0,0,0,0,0,0,0
2018-05-30,3,32.49990336491729,10.3085259353741,0,0,0,0,0,0,0,0,0,0,5038.598711167788,1813.504080215414,553.5953565759626,105.390851190476,189.579124149659,31.5427035147391,0,0,0,0,0,0,0.30827720717538654,0.035338122191813745,0.02022311986080145,0,0,0,0,0,0,0,0,0,0.3050583227804301,0.0841899747962925,0,0,0,0,0,0,0,0,0,0,56.42167195190913,18.097907372594236,4.05675697275078,0.84451096694989,1.69708266400767,0.126442377625361,0,0,0,0,0,0,1071.9544897218634,279.4702502940164,39.1486020802097,7.8706490018796,19.9581126260225,0.491093818088704,0,0,0,0,0,0,11.377988953693404,2.4567094183548055,0.466391717737175,0,0.12083717449079,0,0,0,0,0,0,0,4.0101283060788235,0.87222597330258,0,0,0,0,0,0,0,0,0,0
2018-06-14,3,22.674544425547914,3.29807328042327,0.2466421768707485,0,0,0,0,0,0,0,0,0,5546.725388888877,2100.3939520975027,554.882769841269,105.390851190476,189.579124149659,31.5427035147391,0,0,0,0,0,0,0.29248050255892477,0.1350260873645525,7.9779401840712e-4,0,0,0,0,0,0,0,0,0,0.21457328445584273,0.0240647470639495,0.001112946973070075,0,0,0,0,0,0,0,0,0,59.32819739779269,20.635790305965422,4.063204338029625,0.84451096694989,1.69708266400767,0.126442377625361,0,0,0,0,0,0,1076.6735976432924,313.07898041014136,39.185911374232106,7.8706490018796,19.9581126260225,0.491093818088704,0,0,0,0,0,0,10.545088182997631,5.53758715264931,0.03156375789429715,0,0,0,0,0,0,0,0,0,3.468850636590648,0.22702395815988,0.00498652721075922,0,0,0,0,0,0,0,0,0
2018-06-27,3,34.4885300889586,23.14548192482115,0,0,0,0,0,0,0,0,0,0,5546.038778911553,1992.2696411564584,586.2975059523794,105.390851190476,189.579124149659,31.5427035147391,0,0,0,0,0,0,0.13906431042262452,0.061420875294051,0.00985362075856833,0,0,0,0,0,0,0,0,0,0.29851504030304343,0.1788293480423695,0,0,0,0,0,0,0,0,0,0,59.34615357994093,19.9220905415212,4.265138487660815,0.84451096694989,1.69708266400767,0.126442377625361,0,0,0,0,0,0,1076.394929018356,311.6545432228734,40.8134025820222,7.8706490018796,19.9581126260225,0.491093818088704,0,0,0,0,0,0,9.101232530004985,3.5459242637067954,0.3806633119156625,0,0,0,0,0,0,0,0,0,4.802826921621769,1.694850330321745,0,0,0,0,0,0,0,0,0,0
2017-02-14,4,0,0,0,0,0,0,0,0,0,0,,,591.967469387758,115.613840211641,0,0,0,64.4025715797433,76.2651213907788,0,0,0,,,0.0417526263536652,0,0,0,0,0.00456688011842163,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,15.59676764423995,1.94192026941522,0,0,0,0.8867092603726741,1.50377379526552,0,0,0,,,768.440615544476,72.6734911027829,0,0,0,36.5757388379658,60.3639508957798,0,0,0,,,16.92167795631739,0.0414031085946802,0,0,0,1.38587684998651,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,
2017-02-27,4,2.76332549566836,0,0,0,0,0,0,0,0,0,,,580.671934996223,114.72310521542,41.9756503401362,0,0,64.4025715797433,76.1802291761151,0,0,0,,,0,0,0.0300017320681285,0,0,0,0,0,0,0,,,0.0705812842111043,0,0,0,0,0,0,0,0,0,,,15.54831690347931,1.92275760923602,0.390022516885671,0,0,1.05556023895352,1.50136978802253,0,0,0,,,774.45911802644,71.8986337151335,10.7951105835616,0,0,49.2842179857875,60.253899724108,0,0,0,,,3.5469730362433483,0,0.830393121812429,0,0,0.977575319063206,0,0,0,0,,,2.56238483241132,0,0,0,0,0,0,0,0,0,,
2017-03-13,4,0,0,0,0,0,0,0,0,0,0,,,612.0883067271379,114.72310521542,41.9756503401362,0,0,71.515911262283,75.6178962962965,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,16.45059013055101,1.92275760923602,0.390022516885671,0,0,1.369956305409602,1.48544545006752,0,0,0,,,815.8277068165751,71.8986337151335,10.7951105835616,0,0,66.06089120931841,59.5249118830104,0,0,0,,,4.11849426655595,0,0,0,0,1.1983338016807774,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,
2017-03-24,4,0,0,0,0,0,0,0,0,0,0,,,623.776095238098,116.194992441421,40.9694483749057,0,0,71.515911262283,75.6178962962965,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,16.75100696824333,1.95322286515293,0.380673253210314,0,0,1.369956305409602,1.48544545006752,0,0,0,,,829.44423838218,73.1208263252785,10.5363400488339,0,0,66.06089120931841,59.5249118830104,0,0,0,,,1.512947951733904,0.135799178904994,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,
2017-04-13,4,1.72369964222727,0,0,0,0,0,0,0,0,0,,,623.5750136054451,117.586991080877,68.8172164777024,0,0,71.515911262283,75.6178962962965,0,0,0,,,0.0721697794000728,0,0.0168283028580989,0,0,0,0,0,0,0,,,0.0232833018652245,0,0,0,0,0,0,0,0,0,,,18.98322134427845,2.00884774698266,0.863228355324488,0,0,1.568221542124796,1.48544545006752,0,0,0,,,982.3639260917159,75.4710611070751,28.1228840008778,0,0,73.5795440482992,59.5249118830104,0,0,0,,,5.86036541252276,0.0783411593932207,0.586218131734798,0,0,0.250621761299358,0,0,0,0,,,0.391809543631986,0,0,0,0,0,0,0,0,0,,
2017-05-06,4,0,0,1.77924283491175,0,0,0,0,0,0,0,,,628.877913983373,125.735832048375,66.2029857898717,0,0,75.3403777777781,75.6178962962965,0,0,0,,,0,0,0.0117108004671195,0,0,0,0,0,0,0,,,0,0,0.029697005043704,0,0,0,0,0,0,0,,,19.12021547192554,2.18415630786446,0.606378900654815,0,0,1.727998897611376,1.48544545006752,0,0,0,,,989.148904084361,82.5598020358988,16.6774165511618,0,0,82.2976894290363,59.5249118830104,0,0,0,,,0.3991163525084738,0.416984760519041,0.397537248919002,0,0,0.512832081219829,0,0,0,0,,,0,0,0.645137746142059,0,0,0,0,0,0,0,,
2017-05-23,4,5.71838465104562,0,0,0,0,0,0,0,0,0,,,543.102144217689,125.735832048375,63.7719092970524,0,0,75.3403777777781,73.2124533635679,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0.132695638444424,0,0,0,0,0,0,0,0,0,,,17.236555700118892,2.18415630786446,0.583721135468568,0,0,1.855711422748477,1.44913595198143,0,0,0,,,910.4651356451541,82.5598020358988,16.0494542641794,0,0,88.0166002957809,58.2737704639811,0,0,0,,,0.306634365356814,0,0,0,0,0.381260724449642,0,0,0,0,,,4.2905595860459,0,0,0,0,0,0,0,0,0,,
2017-06-09,4,2.05802702947847,0,2.06135163265307,0,0,0,0,0,0,0,,,569.423859259261,125.735832048375,22.544876643991,0,0,75.3403777777781,73.2124533635679,0,0,0,,,0.0687160239941928,0,0,0,0,0,0,0,0,0,,,0.0835107594120001,0,0.0191533316443937,0,0,0,0,0,0,0,,,16.94066099176284,2.18415630786446,0.200654502580694,0,0,1.855711422748477,1.44913595198143,0,0,0,,,874.7350094398021,82.5598020358988,5.44686983926679,0,0,88.0166002957809,58.2737704639811,0,0,0,,,2.71065337842764,0,0,0,0,0,0,0,0,0,,,5.30065136330529,0,0.20519239724362,0,0,0,0,0,0,0,,
2017-06-26,4,11.33974075153875,0,0,0,0,0,5.22946095454056,0,0,0,,,556.944792894937,125.735832048375,26.4217876039306,0,0,75.3403777777781,0,0,20.2729708238852,0,,,0.190379122331678,0,0,0,0,0,0,0,0.0179687404868527,0,,,0.497479851845971,0,0,0,0,0,0.103509710855816,0,0,0,,,12.664740773781851,2.18415630786446,0.235159887218656,0,0,1.855711422748477,0,0,0.251562366815939,0,,,568.860194793233,82.5598020358988,6.38353628063524,0,0,88.0166002957809,0,0,7.93431493476126,0,,,7.31208900420863,0,0.0669047458120318,0,0,0,0,0,0.566736781054375,0,,,41.164107172523316,0,0,0,0,0,3.1429262179556,0,0,0,,
2017-07-11,4,0,0,1.7614525069287,0,0,0,0,0,0,0,,,579.087274376419,166.75047362056,0,0,0,75.3403777777781,0,0,0,0,,,0.0199984389166136,0.0106359873317726,0,0,0,0,0,0,0,0,,,0,0,0.0156773258145771,0,0,0,0,0,0,0,,,13.31716834427838,2.34369611784105,0,0,0,1.855711422748477,0,0,0,0,,,598.899893967235,85.5401106692636,0,0,0,88.0166002957809,0,0,0,0,,,2.0026466116001,0.19868724222432,0,0,0,0,0,0,0,0,,,0,0,0.159452052703689,0,0,0,0,0,0,0,,
2017-07-24,4,7.46717708006282,0,0,0,0,0,0,0,0,0,,,502.11763144369,166.75047362056,0,0,0,75.3403777777781,0,0,0,0,,,0.0336822389695582,0,0,0,0,0,0,0,0,0,,,0.156447987416208,0,0,0,0,0,0,0,0,0,,,11.72121361447193,2.34369611784105,0,0,0,1.855711422748477,0,0,0,0,,,535.395629691178,85.5401106692636,0,0,0,88.0166002957809,0,0,0,0,,,1.369581583021,0,0,0,0,0,0,0,0,0,,,4.48220730836051,0,0,0,0,0,0,0,0,0,,
2017-08-06,4,0,3.09879498808071,0,0,0,0,0,0,0,0,,,555.3281393801981,126.466138775511,0,0,0,75.3403777777781,0,0,0,0,,,0.0262244117337732,0,0,0,0,0,0,0,0,0,,,0,0.0409285242286401,0,0,0,0,0,0,0,0,,,12.06213096701098,1.81162530286873,0,0,0,1.855711422748477,0,0,0,0,,,543.386557149845,68.2788920083404,0,0,0,88.0166002957809,0,0,0,0,,,0.614686727589713,0,0,0,0,0,0,0,0,0,,,0,0.670331091048558,0,0,0,0,0,0,0,0,,
2017-08-22,4,6.93453207357019,0,0,0,0,0,0,0,0,0,,,430.506562055935,129.546108238852,0,0,0,75.3403777777781,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,,0.0992905751831761,0,0,0,0,0,0,0,0,0,,,10.274900613713811,1.8236058474762,0,0,0,1.855711422748477,0,0,0,0,,,482.38286542186404,68.5026964652424,0,0,0,88.0166002957809,0,0,0,0,,,0,0.0124335809390025,0,0,0,0,0,0,0,0,,,1.89591109704765,0,0,0,0,0,0,0,0,0,,
2017-09-21,4,1.174022063852,0,0,0,0,0,0,0,0,0,,,399.44900665155103,129.546108238852,0,0,0,141.6888344671206,0,0,0,0,,,0.00410399391847246,0,0,0,0,0.0204741355323185,0,0,0,0,,,0.0209130292610685,0,0,0,0,0,0,0,0,0,,,9.58203766295063,1.8236058474762,0,0,0,2.71562511510585,0,0,0,0,,,473.1097114051402,47.3188947565926,0,0,0,106.7346129264424,0,0,0,0,,,0.127825423675203,0,0,0,0,0.664626200319332,0,0,0,0,,,0.53255368727729,0,0,0,0,0,0,0,0,0,,
