"tube","treatment","diam2","hurricane","session","depthbin.cm.","date","prodbybin","prodbybin.bystock","prod2mg.bin","mortbybin","stockbybin","dlenbybin","mortLengthbybin","lenbybin","prodSAbybin","morSAbybin","SAbybin","prodnewRMLbybin","prod2newRMLbybin","stocknewRMLbybin","mornewRMLbybin","binlength","tubelength","tubedepth","added"
"1","Control","Fine","after","31","70-80","2018-05-30","0","0","0","0","6.33961120282898","0","0","9.594331","0","0","44.6338951059148","0","0","3.34112641396998","0","12.0229007633588","132.3","110.04",NA
"1","Control","Coarse","after","30","10-20","2018-05-16","0","0","0","0","21.273913434771","0","0","10.463779","0","0","85.158544663208","0","0","12.5200173730209","0","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","after","17","0-10","2017-11-05","1.7397288338876","1.7397288338876","1.7397288338876","0.11699383422682","4.95061892257284","53.648644","5.637523","127.918224","51.0553556374793","4.68151990887767","134.947300513572","0.694482505559216","1.56218159004423","2.02480339473825","0.0439145755206572","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","after","24","90-100","2018-02-15","0","0","0","0","0.242075151636456","0","0","2.024356","0","0","4.02270226674853","0","0","0.107866424519557","0","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","before","3","0-10","2017-02-27","0.168184493965022","0.168184493965022","0.168184493965022","1.33795781131936","1.28080634582912","17.559478","12.706223","38.217566","7.13469608859936","20.1037203946789","35.9426941576614","0.203176208471123","0.203176208471123","1.08636188035617","0.619320664152093","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","after","24","10-20","2018-02-15","0.467039844062756","0.467039844062756","0.467039844062756","0","9.48236959853316","33.244593","0","264.697266","15.8297446347445","0","260.413585245799","0.174527922630541","0.514124212492532","3.9123374108063","0","12.0229007633588","132.3","110.04",NA
"1","Control","Fine","after","24","10-20","2018-02-15","0","0","0","0","1.47852662970789","0","0","2.289949","0","0","10.531193683367","0","0","0.777451245957991","0","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","before","2","0-10","2017-02-14","0.0659693562589278","0.0659693562589278","0.0659693562589278","0","2.45057966318346","1.686814","0","33.364311","1.9220444527216","0","47.0428055422883","0.0583319811048452","0.0583319811048452","1.68289343098992","0","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","after","26","0-10","2018-03-16","4.46167229341272","4.95573520162291","4.95573520162291","1.75235215648061","13.8822540896257","106.251676","48.908544","280.292775","95.3515030004386","49.4437757224502","327.326290099933","1.86933136245722","3.83563051889413","5.87740089382441","0.713483583610817","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","after","22","100-110","2018-01-18","0","0","0","0","0.0369605694405017","0","0","2.754748","0","0","1.84322659615175","0","0","0.0132860004098257","0","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","before","10","0-10","2017-06-26","0.330108466086776","0.348735273738652","0.348735273738652","0","1.94188474803576","19.383258","0","65.64241","13.7968284809454","0","57.5037937775842","0.351911093973969","0.366245430350058","1.69096536776529","0","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","before","9","70-80","2017-06-09","0","0","0","0","0.0846647681264496","0","0","6.310241","0","0","4.22223885427169","0","0","0.100761931729919","0","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","after","16","20-30","2017-10-20","0","0","0","0","0.31923235696472","0","0","16.398024","0","0","12.8837729402004","0","0","0.120352361730608","0","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","before","11","0-10","2017-07-11","0.32590205510783","0.32590205510783","0.32590205510783","0","2.26778680314359","12.618558","0","78.260968","9.74124578034516","0","68.9227341437571","0.316962441077666","0.316962441077666","2.00792780884295","0","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","after","19","20-30","2017-12-05","0.197555004904053","0.197555004904053","0.197555004904053","0","0.908604258886899","8.037733","0","44.49161","1.48337734109009","0","36.0671539578579","0.0761822165517341","0.194248739056622","0.34273349697841","0","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","before","10","70-80","2017-06-26","0","0","0","0","0.0846647681264496","0","0","6.310241","0","0","4.22223885427169","0","0","0.100761931729919","0","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","before","6","0-10","2017-04-13","0.00630735805451645","0.00630735805451645","0.00630735805451645","0","1.46416887631951","0.161277","0","39.886338","0","0","39.255528678491","0.00557714538570709","0.0055771453857071","1.21207792991767","0","12.0229007633588","132.3","110.04",NA
"1","Control","Fine","after","32","70-80","2018-06-14","0","0","0","0","6.33961120282898","0","0","9.594331","0","0","44.6338951059148","0","0","3.34112641396998","0","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","after","21","0-10","2018-01-03","0.588373516168172","0.8260062481601","0.8260062481601","0.299588855992391","6.57677684271966","24.889196","14.431902","185.384362","18.0680324513335","11.7332716663551","186.254779269281","0.228781127802185","0.706992268250131","2.67394918188412","0.113370005025938","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","after","23","30-40","2018-01-31","2.00712704524232","2.14208227732368","2.14208227732368","0","8.88752187299414","86.146079","0","369.991797","63.1714919102377","0","300.649117943448","0.796391315520878","1.96141959072698","3.51616722530162","0","12.0229007633588","132.3","110.04",NA
"1","Control","Coarse","after","31","100-110","2018-05-30","0","0","0","0","23.872387188044","0","0","10.214996","0","0","89.1010412812","0","0","14.2427459993575","0","12.0229007633588","132.3","110.04",NA
"1","Control","Coarse","before","2","100-110","2017-02-14","0","0","0","0","23.872387188044","0","0","10.214996","0","0","89.1010412812","0","0","6.77860892938675","0","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","after","30","60-70","2018-05-16","0","0","0","0","0.0179420244178359","0","0","3.953523","0","0","1.54248436093658","0","0","0.00579832455403145","0","12.0229007633588","132.3","110.04",NA
"1","Control","Coarse","before","8","100-110","2017-05-23","0","0","0","0","23.872387188044","0","0","10.214996","0","0","89.1010412812","0","0","6.77860892938675","0","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","after","18","0-10","2017-11-22","0.469587942537545","0.469587942537545","0.469587942537545","0.0144532636310649","5.40575360147932","17.908443","2.161656","143.665011","13.7232358980481","1.02274459902898","150.419979577911","0.181367543733204","0.458865353324295","2.20131893068294","0.0048520077885162","12.0229007633588","132.3","110.04",NA
"1","Control","Fine","after","33","0-10","2018-06-27","0","0","0","0","1.55507457294291","0","0","5.056766","0","0","16.0779829992494","0","0","0.760266776182004","0","12.0229007633588","132.3","110.04",NA
"1","Control","Fine","after","23","70-80","2018-01-31","0","0","0","0","6.33961120282898","0","0","9.594331","0","0","44.6338951059148","0","0","3.34112641396998","0","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","before","14","20-30","2017-08-22","0","0","0","0","0.31923235696472","0","0","16.398024","0","0","12.8837729402004","0","0","0.335795363428129","0","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","before","7","30-40","2017-05-06","0","0","0","0","1.04061291825485","0","0","9.598585","0","0","18.1655796468456","0","0","0.693236851627503","0","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","after","28","20-30","2018-04-18","0.167254825876844","0.487420774175696","0.487420774175696","0","9.32783762463723","17.464442","0","326.042408","5.90494053110787","0","286.449572449346","0.0602551407215264","0.391892971931821","3.76502808662307","0","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","after","28","50-60","2018-04-18","0.0413870975005902","0.0413870975005902","0.0413870975005902","0","4.31957137797673","5.360241","0","135.075732","2.08488505826306","0","123.12588536305","0.0141777114685141","0.056765960060013","1.76869653763594","0","12.0229007633588","132.3","110.04",NA
"1","Control","Coarse","before","13","100-110","2017-08-06","0","0","0","0","23.872387188044","0","0","10.214996","0","0","89.1010412812","0","0","6.77860892938675","0","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","before","11","20-30","2017-07-11","0","0","0","0","0.31923235696472","0","0","16.398024","0","0","12.8837729402004","0","0","0.335795363428129","0","12.0229007633588","132.3","110.04",NA
"1","Control","Fine","before","5","70-80","2017-03-24","0","0","0","0","5.39691763764904","0","0","8.167664","0","0","37.9968815164243","0","0","2.17643194806215","0","12.0229007633588","132.3","110.04",NA
"1","Control","Fine","before","2","70-80","2017-02-14","0","0","0","0","5.39691763764904","0","0","8.167664","0","0","37.9968815164243","0","0","2.17643194806215","0","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","before","14","70-80","2017-08-22","0","0","0","0","0.0846647681264496","0","0","6.310241","0","0","4.22223885427169","0","0","0.100761931729919","0","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","before","2","90-100","2017-02-14","0.19229440703173","0.19229440703173","0.19229440703173","0","0.319144868052792","1.608064","0","5.373245","3.19546695239212","0","7.17885268136973","0.124661919065995","0.124661919065995","0.241569724838797","0","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","before","12","70-80","2017-07-24","0","0","0","0","0.0846647681264496","0","0","6.310241","0","0","4.22223885427169","0","0","0.100761931729919","0","12.0229007633588","132.3","110.04",NA
"1","Control","Fine","before","9","70-80","2017-06-09","0","0","0","0","5.39691763764904","0","0","8.167664","0","0","37.9968815164243","0","0","2.17643194806215","0","12.0229007633588","132.3","110.04",NA
"1","Control","Fine","before","12","70-80","2017-07-24","0","0","0","0","5.39691763764904","0","0","8.167664","0","0","37.9968815164243","0","0","2.17643194806215","0","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","after","19","100-110","2017-12-05","0","0","0","0","0.0369605694405017","0","0","2.754748","0","0","1.84322659615175","0","0","0.0132860004098257","0","12.0229007633588","132.3","110.04",NA
"1","Control","Coarse","after","20","100-110","2017-12-20","0","0","0","0","23.872387188044","0","0","10.214996","0","0","89.1010412812","0","0","14.2427459993575","0","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","before","14","30-40","2017-08-22","0","0","0","0","1.04061291825485","0","0","9.598585","0","0","18.1655796468456","0","0","0.693236851627503","0","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","after","21","20-30","2018-01-03","0.10135186605285","0.10135186605285","0.10135186605285","0","2.17786088710724","10.499988","0","89.230189","5.94174525541429","0","76.1222912525357","0.035325623466199","0.131791613505728","0.849896082662506","0","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","after","23","10-20","2018-01-31","1.08529212461762","1.28895212714485","1.28895212714485","0.0243028875881675","9.0153297544704","47.051993","3.131176","231.452673","32.0601158461307","1.59558120545068","239.452577362639","0.424251157928105","1.17433829831676","3.73780948817576","0.00827891200814988","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","after","15","0-10","2017-09-21","0.234580401605539","0.234580401605539","0.234580401605539","0.0287159941850045","1.86405921637883","13.921234","5.974438","56.080368","9.1831734902799","2.39852252524502","53.3631316269026","0.0886297112523241","0.245712454322491","0.758721558695495","0.00933262333414489","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","after","29","60-70","2018-05-02","0","0.00106032564080731","0.00106032564080731","0","0.0179420244178359","0","0","3.953523","0","0","1.54248436093658","0","0.00124200502693912","0.00579832455403145","0","12.0229007633588","132.3","110.04",NA
"1","Control","Coarse","after","31","10-20","2018-05-30","0","0","0","0","21.273913434771","0","0","10.463779","0","0","85.158544663208","0","0","12.5200173730209","0","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","after","26","90-100","2018-03-16","0.0851283832848677","0.0851283832848677","0.0851283832848677","0","0.327203534921324","0.711887","0","2.736243","0","0","5.4373296586543","0.0379324117654967","0.0551876042111098","0.145798836285053","0","12.0229007633588","132.3","110.04",NA
"1","Control","Fine","after","32","0-10","2018-06-14","1.55507457294291","1.55507457294291","1.55507457294291","0","1.55507457294291","5.056766","0","5.056766","16.0779829992494","0","16.0779829992494","0.760266776182004","0.775527911089549","0.760266776182004","0","12.0229007633588","132.3","110.04",NA
"1","Control","Coarse","after","25","10-20","2018-02-27","0","0","0","0","21.273913434771","0","0","10.463779","0","0","85.158544663208","0","0","12.5200173730209","0","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","after","21","30-40","2018-01-03","3.01690858251501","3.01690858251501","3.01690858251501","0","6.26274185210744","123.518686","0","234.596458","98.0102319425122","0","203.426409955709","1.19465141668936","2.81573054283961","2.49182852040632","0","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","after","27","50-60","2018-04-04","0.0123165749341907","0.0123165749341907","0.0123165749341907","0","4.27818428047614","2.025897","0","129.715491","0","0","120.44081602705","0.00411379689984894","0.0181252758051591","1.75451882616743","0","12.0229007633588","132.3","110.04",NA
"1","Control","Coarse","after","16","100-110","2017-10-20","0","0","0","0","23.872387188044","0","0","10.214996","0","0","89.1010412812","0","0","14.2427459993575","0","12.0229007633588","132.3","110.04",NA
"1","Control","Coarse","after","23","100-110","2018-01-31","0","0","0","0","23.872387188044","0","0","10.214996","0","0","89.1010412812","0","0","14.2427459993575","0","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","after","31","90-100","2018-05-30","0","0","0","0","0.327203534921324","0","0","2.736243","0","0","5.4373296586543","0","0","0.145798836285053","0","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","after","33","110-120","2018-06-27","0","0","0","0","0.407651383977517","0","0","4.632511","0","0","7.90260291853636","0","0","0.176257285125714","0","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","after","17","90-100","2017-11-05","0","0","0","0","0.242075151636456","0","0","2.024356","0","0","4.02270226674853","0","0","0.107866424519557","0","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","after","24","100-110","2018-02-15","0","0","0","0","0.0369605694405017","0","0","2.754748","0","0","1.84322659615175","0","0","0.0132860004098257","0","12.0229007633588","132.3","110.04",NA
"1","Control","Fine","after","26","10-20","2018-03-16","0","0","0","0","1.47852662970789","0","0","2.289949","0","0","10.531193683367","0","0","0.777451245957991","0","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","after","27","90-100","2018-04-04","0","0","0","0","0.327203534921324","0","0","2.736243","0","0","5.4373296586543","0","0","0.145798836285053","0","12.0229007633588","132.3","110.04",NA
"1","Control","Coarse","before","7","100-110","2017-05-06","0","0","0","0","23.872387188044","0","0","10.214996","0","0","89.1010412812","0","0","6.77860892938675","0","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","after","28","30-40","2018-04-18","0.147223019703486","0.155823343177732","0.155823343177732","0","9.79669174160105","21.080161","0","457.160843","9.29443261671669","0","345.781932637962","0.0503114732627201","0.215491011866201","3.8560817585973","0","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","before","6","20-30","2017-04-13","0.00481189175301118","0.00481189175301118","0.00481189175301118","0","0.282867203371593","0.437784","0","16.398024","0.265254755899252","0","12.3072304059983","0.00605284494374347","0.00605284494374347","0.31140201529432","0","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","after","24","30-40","2018-02-15","0.290395900225929","0.290395900225929","0.290395900225929","0","9.17791777322007","30.22459","0","400.216387","10.327686443857","0","316.512430364428","0.104914374951663","0.355441568101571","3.62108160025328","0","12.0229007633588","132.3","110.04",NA
"1","Control","Coarse","before","9","100-110","2017-06-09","0","0","0","0","23.872387188044","0","0","10.214996","0","0","89.1010412812","0","0","6.77860892938675","0","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","before","12","10-20","2017-07-24","0.289784028167804","0.289784028167804","0.289784028167804","0","0.289784028167804","5.929617","0","5.929617","7.5488032298268","0","7.5488032298268","0.240859696484115","0.240859696484115","0.240859696484115","0","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","after","24","40-50","2018-02-15","0.204475157407026","0.204475157407026","0.204475157407026","0","5.24824628609754","11.759012","0","220.274446","8.2963636011079","0","181.344458904093","0.0759830912259056","0.223015936821623","2.06383340599399","0","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","after","23","90-100","2018-01-31","0","0","0","0","0.242075151636456","0","0","2.024356","0","0","4.02270226674853","0","0","0.107866424519557","0","12.0229007633588","132.3","110.04",NA
"1","Control","Fine","after","15","70-80","2017-09-21","0.942693565179939","0.94269356517994","0.94269356517994","0","6.33961120282898","1.426667","0","9.594331","0","0","44.6338951059148","0.496822008500573","0.38016299863045","3.34112641396998","0","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","after","15","70-80","2017-09-21","0","0","0","0.0846647681264496","0","0","6.310241","0","0","4.22223885427169","0","0","0","0","0.0304339505871677","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","after","29","110-120","2018-05-02","0.0146803428601537","0.203947340138443","0.203947340138443","0","0.407651383977517","0.166826","0","4.632511","0.0793690793487096","0","7.90260291853636","0.0063473778795954","0.115184401881509","0.176257285125714","0","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","after","33","50-60","2018-06-27","0.0196276918931803","0.0196276918931803","0.0196276918931803","0","4.41831574329386","2.459343","0","145.432972","0","0","128.960802884329","0.00670772913166035","0.0269619599928979","1.8030500173798","0","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","before","12","20-30","2017-07-24","0","0","0","0","0.31923235696472","0","0","16.398024","0","0","12.8837729402004","0","0","0.335795363428129","0","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","after","31","40-50","2018-05-30","0.00303501919069384","0.00303501919069384","0.00303501919069384","0","5.47544112748442","1.139811","0","252.85154","0","0","196.24455342021","0.000930799085763706","0.00565977250312091","2.14232334656142","0","12.0229007633588","132.3","110.04",NA
"1","Control","Fine","before","14","70-80","2017-08-22","0","0","0","0","5.39691763764904","0","0","8.167664","0","0","37.9968815164243","0","0","2.17643194806215","0","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","after","28","90-100","2018-04-18","0","0","0","0","0.327203534921324","0","0","2.736243","0","0","5.4373296586543","0","0","0.145798836285053","0","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","before","7","70-80","2017-05-06","0","0","0","0","0.0846647681264496","0","0","6.310241","0","0","4.22223885427169","0","0","0.100761931729919","0","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","before","5","90-100","2017-03-24","0","0","0","0","0.364044675016607","0","0","5.373245","0","0","7.82716997965762","0","0","0.270174557234706","0","12.0229007633588","132.3","110.04",NA
"1","Control","Finer","after","25","0-10","2018-02-27","5.86939770029744","5.86939770029744","5.86939770029744","1.60666440980634","11.7942604903394","93.904021","63.050614","239.032255","113.906027901537","54.9520874655879","282.533925459783","2.54091451416418","4.23677074831415","4.96177810377016","0.62863549780407","12.0229007633588","132.3","110.04",NA
